Reach,Ch_bd201,Ch_bd50,Ch_bdg101,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,Wt_Area,WT_Slope,WT_Precip,WT_Perm,WT_JMin,WT_GDD,WT_Darcy
illin2043,0,0,1,0,0,1,0,390724.72,0,30569.49,0,1,0,0,0,1,0,156991.24,3,3,15,18,1.376,0.00147878,0,0.2261,0.0929,0.6578,0.1489,0.1005,0,0.0368,9.981,402.3755,0.4968,-24.8521,0.0211,0.8259,0.1286,0.0233,0.0853,0,0,0,0,0.7911,0,0.0735,0,0.0195,0.0306,0,0,0,0.2206,0.7794,0,0.153,0.847,150.1542,0.2725,925.3641,160.9634,166.5002,3016.5422,-3.2387
illin20683,1,0,0,0,1,1,42448.42,0,6.9,0,1,0,0,0,0,0,0,0,3,3,22,23,1.068,0.00382266,0,0.2098,0.07,0.1477,0.2207,0.5616,0,0.0275,1.5048,131,5.3858,-4.1071,0.0053,0.6204,0.1731,0.1995,0.0007,0,0,0,0,0.9993,0,0,0.0663,0,0,0,0,0,0.553,0.447,1,0,0,57.7161,2.0499,931.1464,125.0781,184,3681.3525,-0.0803
illin20715,0,1,0,0,1,1,33748.31,0,20.18,0,1,0,0,0,1,0,120131.15,0,5,5,105,116,1.486,0.00071566,0.0057,0.2517,0,0.6133,0.173,0.2137,0,0.0509,0.9729,126,0.1082,-4.7475,0.0069,0.6225,0.1943,0.1742,0.1147,0.0021,0,0,0,0.8833,0.0021,0,0,0,0,0,0,0,1,0,0.9378,0.0622,0,511.0308,1.4993,960.8732,90.2622,180.333,3737.5488,-8.6314
illin2081,0,0.9886,0.0114,0,0,1,0,404804.31,0,30569.49,0,1,0,0,0,1,0,171070.83,3,6,9,412,1.258,0.00495117,0.0053,0.1789,0.0794,0.0104,0.27,0.6333,0.0041,0.1568,1.3032,592.1879,1.3011,-117.2686,0.0373,0.6426,0.2218,0.0886,0.0102,0,0,0,0,0.6918,0,0.0003,0,0,0.2281,0.0696,0,0,0.8142,0.1858,0,0.5136,0.4863,46.1304,0.7216,929.1364,164.7685,167.0862,3143.6553,-12.9826
illin2094,1,0,0,0,0,1,0,87585.03,0,11.99,0,1,0,0,0,1,0,133347.69,3,3,6,7,1.317,0.00159412,0.0021,0.0526,0.0179,0.0122,0.2316,0.7326,0,0.2072,0.9558,66.678,0.7768,0,0.571,0.0549,0.0751,0.2799,0,0,0,0,0,0.78,0,0.22,0,0,0,0,0,0,0,1,0.1664,0.4188,0.4148,29.079,0.8439,944.8414,44.3435,174.4509,3203.7056,0
illin21006,0.9355,0.0645,0,0,1,1,48726.93,0,16.06,0,1,0,0,0,1,0,180735.92,0,5,5,148,150,1.471,0.00023715,0.0044,0.2345,0.0051,0.5593,0.0991,0.3281,0.0047,0.1719,2.1258,115.9551,1.1478,-18.1753,0.006,0.6327,0.182,0.1768,0.1194,0.0015,0,0,0,0.8756,0.0015,0.0036,0,0,0,0,0,0,0.9851,0.0149,0.8726,0.1274,0,723.5577,1.4519,957.0405,94.8192,180.333,3741.1145,-7.7321
illin21128,1,0,0,0,1,1,78442.59,0,36.4,0,1,0,0,0,1,0,78442.59,0,5,5,216,222,1.037,0,0.0051,0.231,0,0.2078,0.1919,0.5737,0.0265,0.2895,0.8487,127.6225,2.8685,-29.052,0.0118,0.6423,0.1747,0.1683,0.1147,0.0011,0,0,0,0.8816,0.0011,0.0026,0.0043,0,0,0,0,0,0.8453,0.1547,0.9059,0.0941,0,989.3655,1.4251,951.9564,101.1835,180.333,3740.0024,-7.0934
illin2115,0,1,0,0,0,1,35215.69,393104.48,23.8,30569.49,1,1,0,0,0,1,0,159371,3,6,6,422,1.596,0.00126398,0.0071,0.2995,0.1714,0.613,0.1352,0.0597,0.0024,0.0298,52.3287,327.9194,0.2752,-10.1024,0.1449,0.5513,0.1994,0.0719,0.1267,0,0,0,0,0.5219,0,0.0347,0,0,0.2877,0.029,0,0,0.7886,0.2114,0.0655,0.5636,0.371,188.8722,0.5808,932.7369,180.6658,164.5228,3010.3948,-17.4239
illin2120,0,1,0,0,0,1,81785.63,393104.48,10.89,30569.49,1,1,0,0,1,1,85445.39,159371,6,6,416,422,1.074,0.00089841,0.2035,0.1089,0.7507,0,0.0022,0.1436,0.1034,0.0141,1.2096,611.41,1.6228,-48.8103,0.1779,0.3499,0.1702,0.1813,0.0219,0.2879,0.2666,0,0,0.2535,0.0129,0.0595,0,0.0332,0.3086,0.0236,0,0,0.2708,0.7292,0.0708,0.2109,0.7183,4550.8959,1.1765,885.5443,365.5428,151.5182,2798.7271,-59.144
illin21364,1,0,0,0,1,1,8218.44,0,38.67,0,1,0,0,0,1,0,0,0,3,4,38,49,1.384,0.00019193,0.0102,0.1458,0.0021,0.2288,0.1304,0.6387,0,0.2021,1.719,124.0942,1.9037,-460.2382,0.0127,0.8626,0.0675,0.0532,0.0518,0.0048,0,0,0,0.9434,0.0048,0,0,0,0,0,0,0,1,0,0.3443,0.3851,0.2706,264.7089,0.3353,977.6705,71.0714,184,3883.3545,-5.0439
illin21453,1,0,0,0,1,1,30289.18,0,85.75,0,1,0,0,0,1,0,83840.8,0,4,4,62,74,1.506,0,0.0709,0.1396,0,0.3944,0.2341,0.3715,0,0.0558,1.2573,120.1561,2.3307,-46.5812,0.014,0.6829,0.1226,0.1686,0.1293,0,0,0,0,0.8618,0,0,0,0,0,0,0,0,1,0,0.6277,0.2741,0.0982,401.7816,1.0899,971.3515,85.1315,182.7838,3884.9617,-8.5681
illin21504,1,0,0,0,1,1,4213.41,0,7.23,0,1,0,0,0,1,0,96035.51,0,4,4,75,76,1.345,0.00091095,0.0596,0.1415,0,0.5705,0.1488,0.2787,0,0.0267,3.7134,113.92,1.7891,-39.9382,0.0127,0.6908,0.1183,0.1681,0.1382,0,0,0,0,0.8544,0,0,0,0,0,0,0,0,1,0,0.647,0.2558,0.0972,485.5923,1.0897,972.8542,84.4091,182.7838,3891.8354,-9.597
illin21581,0.3333,0.6667,0,0,1,1,39372.88,0,40.17,0,1,0,0,0,1,0,38854.53,0,3,3,25,26,1.225,0.00205264,0.0074,0.2754,0,0.4733,0.1079,0.4189,0,0.0534,0.9261,103.0029,1.3256,-27.553,0.018,0.7063,0.1721,0.1019,0.1288,0,0,0,0,0.8712,0,0,0,0,0,0,0,0,1,0,0.5306,0.3861,0.0833,135.7668,0.9212,964.0959,108.6402,185.0858,3849.5981,-7.3852
illin2163,0,0.5451,0.4549,0,0,1,112360.36,368463.43,23.79,30569.49,1,1,0,0,0,1,0,134729.94,4,4,21,41,1.219,0.00206609,0.003,0.3232,0.1887,0.4579,0.1667,0.1855,0.0004,0.0385,21.5721,381.2064,1.0723,-38.5818,0.0396,0.7328,0.1802,0.043,0.1113,0,0,0,0,0.6216,0,0.1767,0,0,0.0903,0,0,0,0.6859,0.3141,0.0218,0.3445,0.6337,304.7139,0.399,927.7041,151.8551,164.6846,2990.8303,-8.0025
illin2169,0,1,0,0,0,1,0,369763.95,0,30569.49,0,1,0,0,0,1,0,136030.47,2,6,2,428,1.183,0.00240728,0.0035,0.3057,0.0147,0.7518,0.1857,0.0365,0.0001,0.0138,30.0204,238.9801,0.3309,-13.6323,0.0091,0.7709,0.1776,0.0298,0.0774,0,0,0,0,0.3965,0,0,0,0,0.5261,0,0,0,0.5063,0.4937,0,0.7006,0.2994,53.8371,0.3484,929.9026,194.4946,166.7747,3083.2219,-11.1313
illin2173,0.3636,0.6364,0,0,0,1,0,368463.43,0,30569.49,0,1,0,0,0,1,0,134729.94,3,4,20,41,1.573,0.00353895,0.0001,0.2126,0,0.4102,0.2045,0.3853,0,0.0927,0.7569,731.6825,1.9774,-115.887,0.0506,0.787,0.1284,0.0312,0.0914,0,0,0,0,0.796,0,0.0574,0,0.0152,0.04,0,0,0,0.1721,0.8279,0.0045,0.1485,0.8471,192.4182,0.2995,925.2422,186.459,166.5002,3038.2898,-4.4227
illin2175,0,1,0,0,0,1,95070.91,369763.95,10.89,30569.49,1,1,0,0,1,1,98730.67,136030.47,6,6,426,428,1.053,0.00036596,0.1986,0.1135,0.0064,0.4141,0.2753,0.2428,0.0585,0.0282,7.5591,514.5747,1.5751,-117.6833,0.1761,0.358,0.1718,0.1772,0.0269,0.2751,0.2548,0,0,0.2658,0.0123,0.0583,0,0.0317,0.3073,0.0237,0,0,0.2937,0.7063,0.0702,0.2269,0.703,4762.6911,1.1544,887.6105,358.0534,151.5182,2808.6638,-57.5075
illin2201,0,1,0,0,0,1,1130.37,0,8.7,310.52,1,1,0,0,1,1,458.35,0,3,3,15,90015,1.141,0.00043218,0.0007,0.2906,0.0975,0.29,0.3287,0.2544,0.0054,0.1232,2.4831,139.5567,1.1073,-30.1881,0.0185,0.7723,0.1741,0.0313,0.0379,0,0,0,0,0.7851,0,0.1759,0,0.001,0,0,0,0,0,1,0,0.247,0.753,146.1519,0.3894,924.6573,117.602,165.9877,3015.9744,-1.8459
illin22202,1,0,0,0,1,1,29604.91,0,6.62,0,1,0,0,0,1,0,38012.88,0,4,4,49,50,1.258,0.00241265,0.0034,0.1985,0,0.2009,0.2142,0.5849,0,0.0355,1.8234,128.5271,6.4546,-55.6229,0.0149,0.4891,0.1704,0.3249,0.109,0,0,0,0,0.8716,0,0,0.1275,0,0,0,0.0194,0,0.1604,0.8396,0.9121,0.0879,0,197.6472,3.3566,964.095,124.0972,184.0639,3847.5083,-12.689
illin22226,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,42,1.196,0.00142329,0,0.202,0.0079,0.199,0.1706,0.6224,0,0.01,5.3226,130.8436,6.0494,-52.9009,0.0227,0.6913,0.1499,0.136,0.0996,0,0,0,0,0.9004,0,0,0.0165,0,0,0,0,0,0.3057,0.6943,0.8325,0.1675,0,103.6908,1.6808,962.4286,118.0381,184.0639,3824.8289,-9.7622
illin2349,1,0,0,0,0,1,29689.82,488862.78,11.32,30569.49,1,1,0,0,1,1,14948.34,12303.27,5,5,153,154,1.178,0.00028256,0.0739,0.0705,0.307,0.1835,0.1099,0.2283,0.042,0.1764,45.3186,169.3221,1.1507,-10.1779,0.517,0.1759,0.0765,0.1742,0.0763,0,0,0,0,0.7965,0,0.0019,0,0,0.1029,0.0066,0.0145,0.0011,0.0389,0.9601,0.1164,0.2311,0.6525,1790.8758,0.6586,897.6793,106.9687,158.4157,2903.0527,-12.1293
illin2372,1,0,0,0,0,1,118885.06,352851.8,10.89,30569.49,1,1,0,0,1,1,122544.82,119118.32,6,6,474,475,1.05,0.00093941,0.1798,0.13,0,0.1312,0.3559,0.3525,0.1535,0.2899,1.0494,906.4923,2.4683,-83.789,0.1608,0.4013,0.1715,0.162,0.0349,0.2446,0.2265,0,0,0.3096,0.011,0.0639,0,0.0287,0.2873,0.0211,0,0.0019,0.3114,0.6867,0.0646,0.2368,0.6986,5357.4498,1.0703,891.961,337.4858,151.5182,2832.5933,-52.0867
illin2481,0,0.47,0.53,0,0,1,7254.45,335302.69,310.52,30569.49,1,1,0,0,1,1,7254.45,101569.21,3,3,18,19,3.323,0.00108954,0.0654,0.2489,0.0016,0.3689,0.2916,0.3321,0,0.1485,4.4721,182.9996,1.3103,-29.9821,0.048,0.7269,0.1709,0.0424,0.0501,0,0,0,0,0.7957,0,0.1445,0,0.0008,0,0,0,0,0,1,0,0.3237,0.6764,177.8724,0.4386,924.428,124.5691,165.9877,3035.0999,-2.8313
illin2557,1,0,0,0,0,1,0,0,0,63.15,0,1,0,0,0,1,0,101679.54,3,3,8,90008,1.113,0.00048057,0.0103,0.1857,0.5404,0.1633,0.1073,0.1724,0,0.1207,2.475,363.9615,0.3982,-49.5036,0.2606,0.458,0.1586,0.0588,0.013,0,0,0,0,0.6409,0,0,0,0,0.2689,0,0,0,0,1,0.6735,0.2401,0.0864,115.7562,0.3411,929.3702,331.1031,167.9573,3240.2556,-13.8451
illin2588,0,1,0,0,0,1,0,466234.95,0,30569.49,0,1,0,0,0,1,0,220787.21,3,3,6,7,1.312,0.0014988,0,0.2263,0.0041,0.8937,0.0971,0.0013,0,0.0051,5.6727,136.5959,0.0787,0,0.0201,0.7865,0.1875,0.0028,0,0,0,0,0,0.5892,0,0.4108,0,0,0,0,0,0,0.8985,0.1015,0,0.8684,0.1317,35.0505,0.4423,929.2808,128.5019,167.8524,3218.1179,0.5927
illin2602,0.3478,0.1739,0.4783,0,0,1,4373.86,497546.35,20.94,30569.49,1,1,0,0,0,1,0,121203.82,2,2,3,4,1.138,0.00125681,0.0039,0.218,0.1587,0.2596,0.2507,0.3076,0.0009,0.0426,14.778,63,1.336,-6.3953,0.2612,0.2369,0.2146,0.2579,0.0488,0,0,0,0,0.9512,0,0,0,0,0,0,0,0,0,1,0.0583,0.0644,0.8773,30.2544,1.2934,937.5593,63,170.9589,3239.7634,-3.1253
illin2636,1,0,0,0,0,1,16992.15,333345.43,8.18,30569.49,1,1,0,0,1,1,143798.01,99611.94,6,6,486,487,1.042,0.00136004,0.1779,0.1325,0.3039,0.2247,0.1757,0.1802,0.1154,0.0649,1.1934,909,1.6584,-56.7481,0.1594,0.4041,0.1718,0.1612,0.0353,0.242,0.2241,0,0,0.3141,0.0108,0.0632,0,0.0284,0.2862,0.0209,0,0.0068,0.3081,0.6851,0.0664,0.2392,0.6944,5414.4954,1.068,892.2808,337.1887,151.5182,2835.8164,-51.9962
illin2663,1,0,0,0,0,1,11717.6,180400.97,31.82,11.99,1,1,0,0,0,1,0,226163.63,2,3,4,15,1.824,0.00028533,0.0456,0.0995,0.3657,0.0583,0.1359,0.4327,0.0019,0.1161,12.3876,731.0466,0.2387,-4.2853,0.4224,0.2478,0.1466,0.1615,0.0681,0.1523,0,0,0,0.2226,0,0.7093,0,0,0,0,0,0,0,1,0.9416,0.0584,0,57.4902,0.2809,953.0536,423.6867,173.2282,3185.8733,-1.2364
illin2678,1,0,0,0,0,1,23553.47,483303.98,20.94,30569.49,1,1,0,0,0,1,0,106961.45,2,2,4,5,1.109,0.00251874,0.003,0.215,0.0647,0.4167,0.3539,0.1224,0,0.0501,6.7347,63,1.0879,-18.0143,0.2335,0.2802,0.2327,0.2231,0.0991,0,0,0,0,0.9009,0,0,0,0,0,0,0,0,0,1,0.1315,0.1453,0.7232,38.8206,1.2476,936.1556,63,170.9589,3241.3394,-5.9541
illin2711,0.0404,0.9024,0.0572,0,0,1,0,513722.5,5.7,30569.49,1,1,0,0,0,1,0,137379.97,1,2,1,6,1.178,0.00209655,0.0058,0.1554,0.5283,0.2876,0.1085,0.0641,0.0045,0.0162,18.7479,50.5044,0.835,-1.5862,0.5466,0.2766,0.1021,0.0635,0.0323,0,0,0,0,0.9677,0,0,0,0,0,0,0,0,0,1,0.0052,0.6135,0.3813,20.1267,0.835,943.9778,48.8257,171.485,3183.2776,-1.4769
illin2732,0,0.8607,0.1393,0,0,1,0,461166.69,0,30569.49,0,1,0,0,0,1,0,215718.96,3,3,5,6,1.522,0.00181955,0,0.2915,0.0008,0.8665,0.1206,0.0099,0,0.0037,14.9877,137.2056,0.1208,0,0.0035,0.7872,0.1847,0.0188,0,0,0,0,0,0.8646,0,0.1354,0,0,0,0,0,0,0.8748,0.1252,0,0.3161,0.6839,38.349,0.3942,925.7394,136.1809,168,3169.4536,0.2334
illin2785,1,0,0,0,0,1,45783.73,310128.78,310.52,30569.49,1,1,0,0,1,1,45783.73,76395.29,3,6,23,517,1.193,0.00191489,0.0543,0.2487,0,0.0123,0.6369,0.3046,0.0031,0.1138,0.2925,712.9631,2.2646,-42.6738,0.0402,0.7187,0.178,0.0518,0.0701,0,0,0,0,0.8014,0,0.1204,0,0.0007,0,0,0,0,0,1,0.0139,0.36,0.6261,213.4125,0.5133,924.0714,142.0864,165.9877,3054.6208,-4.4183
illin2806,0.7419,0.2581,0,0,0,1,0,451722.03,0,30569.49,0,1,0,0,0,1,0,206274.3,4,4,14,15,1.025,0.0011389,0,0.2337,0,0.8077,0.1211,0.0346,0,0.057,0.8847,28,0.0295,0,0.0095,0.8156,0.1658,0.0064,0,0,0,0,0,0.5156,0,0.4844,0,0,0,0,0,0,0.9095,0.0905,0.0077,0.7736,0.2188,76.3047,0.3308,928.8603,119.8905,167.8524,3231.9189,0.3559
illin2831,1,0,0,0,0,1,24180.87,504338.01,5.7,30569.49,1,1,0,0,0,1,0,127995.48,2,3,6,22,1.219,0.00191691,0.0123,0.1712,0.4838,0.1191,0.0702,0.3195,0.001,0.0509,3.4623,63,1.4032,-25.5776,0.4307,0.2929,0.1526,0.0988,0.0647,0,0,0,0,0.9353,0,0,0,0,0,0,0,0,0,1,0.0405,0.4758,0.4837,57.4614,1.057,942.4044,55.3503,171,3194.8508,-3.6601
illin2862,0,0.8662,0.1338,0,0,1,0,314758.29,0,30569.49,0,1,0,0,0,1,0,81024.8,3,3,14,15,1.931,0.0011088,0.0004,0.2618,0.0009,0.6142,0.2852,0.0979,0,0.0289,18.855,174.0842,0.4983,-12.6386,0.0055,0.8579,0.1222,0.0133,0.0431,0,0,0,0,0.845,0,0.1107,0,0.0012,0,0,0,0.0177,0,0.9823,0,0.1483,0.8518,219.6711,0.2474,923.8461,127.0966,165.4304,3056.241,-1.5568
illin2865,0.9431,0.0569,0,0,0,1,47759.27,480468.2,5.7,30569.49,1,1,0,0,0,1,0,104125.66,3,3,23,24,1.085,0.00183103,0.0066,0.1747,0.3857,0.3906,0.0246,0.1955,0.0004,0.0224,10.9908,62.0915,0.8183,-29.0711,0.3561,0.3232,0.1611,0.14,0.0912,0,0,0,0,0.7737,0,0.1275,0,0,0.0076,0,0,0,0,1,0.1422,0.5511,0.3067,212.5242,0.7697,944.9439,50.3743,171,3173.1133,-6.5536
illin2866,1,0,0,0,0,1,59675.31,462918.07,5.7,30569.49,1,1,0,0,0,1,0,86575.54,3,3,25,31,1.141,0.00376212,0.0076,0.1656,0.5948,0.08,0,0.3171,0.0051,0.0342,7.3503,84.0862,1.3103,-70.9324,0.3633,0.311,0.1551,0.1517,0.098,0,0,0,0,0.7593,0,0.1213,0,0,0.0205,0,0.0009,0,0,1,0.168,0.5401,0.292,223.2891,0.7904,944.0981,51.6771,171,3175.314,-9.7141
illin2867,1,0,0,0,0,1,48484.01,462918.07,20.94,30569.49,1,1,0,0,0,1,0,86575.54,2,3,6,31,1.293,0.00293647,0.0022,0.2182,0.8433,0.0017,0.0005,0.1543,0.0002,0,5.3199,114.0271,0.9799,-21.853,0.2857,0.2398,0.2419,0.2098,0.133,0,0,0,0,0.8205,0,0,0,0,0.0326,0,0.0139,0,0,1,0.2756,0.1633,0.5611,51.9615,1.2042,933.7587,68.2242,170.9589,3236.1887,-9.3887
illin2871,0,1,0,0,0,1,0,469044.45,0,30569.49,0,1,0,0,0,1,0,223596.72,3,3,6,9,1.138,0.00035362,0,0.2717,0,0.8238,0.1595,0.0045,0,0.0123,1.6137,28,0.1115,0,0.0005,0.8765,0.1157,0.0065,0,0,0,0,0,0.6602,0,0.2992,0,0,0.0075,0,0.0331,0.0672,0.0716,0.8612,0.0638,0.7667,0.1695,74.4975,0.1381,921.5253,141.1263,168,3166.5986,-0.3859
illin2891,0.2234,0.7766,0,0,0,1,0,546076.46,0,30569.49,0,1,0,0,0,1,0,169733.93,2,3,5,11,1.123,0.00084399,0.0131,0.2061,0.5042,0.3821,0.0447,0.0587,0.0081,0.0059,2.4543,26,0.7297,-1.5262,0.372,0.3007,0.1841,0.1172,0.0087,0,0,0,0,0.5045,0,0.4868,0,0,0,0,0,0,0,1,0.0043,0.8156,0.1801,47.1843,0.3182,945.9907,43.9951,172.8419,3120.1301,-0.0017
illin2892,0.0666,0.7121,0.2213,0,0,1,96033.67,322331.21,314.12,30569.49,1,1,0,0,1,1,96033.67,88597.72,5,5,56,58,1.414,0.00109058,0.0283,0.2438,0.0189,0.5973,0.2557,0.1244,0.0019,0.0281,25.0326,167.0784,0.6007,-16.128,0.0148,0.7924,0.1518,0.0354,0.0447,0,0,0,0,0.7502,0,0.1886,0,0.0165,0,0,0,0.1489,0,0.8511,0.0067,0.1838,0.8094,320.3883,0.558,923.3769,139.3422,163.232,3004.7678,-1.6165
illin2898,0.9722,0.0278,0,0,0,1,33565.36,490144.1,5.7,30569.49,1,1,0,0,0,1,0,113801.57,3,3,22,23,1.545,0.00127422,0.007,0.1816,0.5734,0.1778,0.0354,0.2042,0.0025,0.0198,8.8659,61.283,1.1407,-17.845,0.3579,0.3155,0.1683,0.1376,0.0924,0,0,0,0,0.7695,0,0.1381,0,0,0,0,0,0,0,1,0.1241,0.5539,0.322,196.1136,0.7604,945.9371,49.3687,171,3167.3464,-5.4381
illin2902,0.6518,0.3482,0,0,0,1,0,505534.18,0,30569.49,0,1,0,0,0,1,0,129191.65,3,3,15,16,1.251,0.00149391,0.0051,0.1981,0.3214,0.1512,0.1225,0.4008,0,0.0489,10.881,63,1.4053,-19.6647,0.3068,0.336,0.1867,0.1506,0.0898,0,0,0,0,0.6982,0,0.212,0,0,0,0,0,0,0,1,0.1273,0.596,0.2767,127.7766,0.5976,948.2081,45.6423,171,3147.6914,-5.3746
illin2910,1,0,0,0,0,1,22208.81,202112.35,17.33,11.99,1,1,0,0,1,1,22208.81,247875.02,2,2,4,5,1.195,0.00144681,0.0027,0.1882,0.2172,0.5092,0.2151,0.0566,0.002,0.0054,7.335,67.0026,0.1686,-3.6655,0.3005,0.2783,0.2324,0.1726,0.1388,0.0118,0,0,0,0.6516,0,0.1674,0,0,0.0422,0,0,0,0,1,0.3813,0.4302,0.1885,63.4257,0.6347,954.1244,58.3479,172.6163,3129.238,-9.063
illin2911,0.6558,0.3442,0,0,0,1,8878.79,192752.03,9.22,11.99,1,1,0,0,0,1,0,238514.7,2,3,2,11,1.533,0.00177754,0.0099,0.0909,0.6999,0.0283,0.0008,0.2679,0.0002,0.0311,24.7149,47.1169,0.5233,-10.5304,0.5273,0.1788,0.1074,0.1648,0.1588,0,0,0,0,0.633,0,0.2081,0,0,0,0,0,0,0,1,0.1889,0.7226,0.0885,67.1607,0.421,945.6879,52.0032,174.8445,3128.9871,-5.0165
illin2959,1,0,0,0,0,1,58181.75,450954.65,20.94,30569.49,1,1,0,0,0,1,0,74612.12,3,5,31,282,1.125,0.00136005,0.009,0.173,0.7801,0.0441,0,0.1523,0.0225,0.0153,4.1256,113.2664,1.2232,-20.699,0.355,0.2938,0.169,0.1625,0.103,0,0,0,0,0.7657,0,0.097,0,0,0.0248,0,0.0096,0,0,1,0.2003,0.462,0.3376,279.3762,0.8737,941.8798,55.6642,170.9589,3186.9329,-9.8158
illin2983,1,0,0,0,0,1,14153.92,31085.32,63.15,63.01,1,1,0,0,1,1,31018.58,70910.13,4,4,75,77,1.109,0.0009026,0.0211,0.1284,0.603,0.2034,0.0328,0.1389,0.022,0.0175,3.4029,112.0534,0.7255,0.6226,0.4951,0.2402,0.0988,0.125,0.1351,0,0,0,0,0.7337,0,0.0503,0,0,0.0673,0,0.0028,0,0.0133,0.9867,0.3058,0.4091,0.2851,843.6546,0.5704,928.7592,241.7285,164.1121,3167.2537,-8.4425
illin2987,0.2091,0.7318,0.0591,0,0,1,0,234182.47,0,11.99,0,1,0,0,0,1,0,279945.13,1,2,1,2,2.847,0.00087542,0.0232,0.2424,0.2981,0.3452,0.1851,0.1275,0.0076,0.0541,24.0768,61.7384,0.3079,-3.1921,0.2981,0.3452,0.1851,0.1275,0.1503,0,0,0,0,0.5214,0,0.3283,0,0,0,0,0,0,0,1,0.0596,0.8761,0.0643,24.0768,0.3079,945.8411,61.7384,174.8445,3116.6804,-3.1921
illin2990,1,0,0,0,0,1,1599.96,195480.27,27.13,11.99,1,1,0,0,0,1,0,241242.93,2,3,4,9,1.166,0.00231135,0.0322,0.0221,0.8081,0.008,0.011,0.1685,0.0018,0.0267,27.3474,39.3198,0.4307,-5.1809,0.6048,0.0888,0.0288,0.2647,0.1585,0,0,0,0,0.6654,0,0.176,0,0,0,0,0,0,0,1,0.2433,0.3948,0.3618,62.2359,0.6062,948.3015,38.4946,174.5199,3132.9382,-5.8286
illin3027,0.3217,0.6783,0,0,0,1,0,546076.46,0,30569.49,0,1,0,0,0,1,0,169733.93,3,3,6,11,1.25,0.00184067,0.0024,0.2489,0.4113,0.2556,0.1049,0.1879,0.0009,0.0621,6.1596,50.436,1.024,-17.8413,0.1959,0.4828,0.2243,0.0772,0.0676,0,0,0,0,0.8413,0,0.0911,0,0,0,0,0,0,0,1,0.1425,0.3805,0.477,45.1827,0.5177,952.0265,42.1994,171.7511,3137.0645,-3.5998
illin3086,0.9915,0.0085,0,0,0,1,0,292983.14,0,30569.49,0,1,0,0,0,1,0,59249.66,2,3,3,5,1.308,0.00285255,0,0.2764,0.0119,0.5063,0.2061,0.2757,0,0.0351,3.4893,57.0534,1.0578,-5.1148,0.0024,0.7402,0.2005,0.0564,0.075,0,0,0,0,0.5561,0,0,0,0,0.3689,0,0,0.6094,0,0.3906,0.0659,0.5719,0.3622,26.0424,0.5133,918.9077,95.0257,168.2817,3132.2493,-11.5202
illin3178,1,0,0,0,0,1,0,417250.25,0,30569.49,0,1,0,0,0,1,0,171802.52,5,5,38,41,1.514,0.00077305,0.0008,0.2484,0,0.7198,0.1952,0.079,0.0015,0.0361,7.0731,60.3588,0.3441,-5.8637,0.0034,0.8334,0.1453,0.0153,0.0062,0,0,0,0,0.5746,0,0.4085,0,0,0.002,0,0.0087,0.0177,0.6141,0.3682,0.102,0.6514,0.2466,282.5865,0.2344,926.1066,116.7027,167.8524,3212.6519,-0.1204
illin3196,1,0,0,0,0,1,58244.75,220731.88,14.57,30569.49,1,1,0,0,1,1,58095.15,456767.68,4,4,19,28,1.157,0.00062275,0.0088,0.2455,0,0.6288,0.2007,0.1705,0,0.0071,1.0134,181.0924,0.8277,-30.1883,0.1026,0.7156,0.1372,0.0414,0.0876,0,0,0,0,0.9124,0,0,0,0,0,0,0,0.0143,0.0109,0.9748,0.0833,0.2467,0.67,71.7984,0.5038,920.2734,127.6606,166.5329,3076.7446,-3.3765
illin3204,0,0,1,0,0,1,0,219507.12,0,30569.49,0,1,0,0,0,1,0,455542.91,5,5,42,43,1.549,0.0016929,0.0001,0.2561,0,0.7262,0.161,0.1116,0.0002,0.0487,5.2434,130.6485,0.6124,-21.3206,0.0018,0.8388,0.1405,0.0164,0.0474,0,0,0,0,0,0,0,0,0.9526,0,0,0,0,0.2259,0.7741,0,0,1,136.143,0.6228,916.1835,128.7009,164.8952,3013.5691,-2.5798
illin3210,1,0,0,0,0,1,0,216627.05,17.33,11.99,1,1,0,0,1,1,0,262389.72,2,2,3,4,1.213,0.00176689,0.0036,0.1591,0.5182,0.1178,0.0662,0.2863,0.0025,0.0414,9.9306,43.8799,0.663,-16.1262,0.2961,0.2589,0.245,0.1836,0.1762,0,0,0,0,0.701,0,0.0696,0,0,0.0532,0,0,0,0,1,0.2341,0.5266,0.2393,49.9617,0.7195,954.9892,58.0077,172.6163,3122.9131,-11.1976
