Reach,Ch_bd201,Ch_bd50,Ch_bdg101,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,Wt_Area,WT_Slope,WT_Precip,WT_Perm,WT_JMin,WT_GDD,WT_Darcy
illin3223,0,0,1,0,0,1,0,221285.15,0,30569.49,0,1,0,0,0,1,0,457320.94,4,4,66,67,1.707,0.00104791,0.0011,0.2206,0,0.5959,0.2448,0.1567,0.0026,0.0837,6.5664,130.8751,0.7266,-15.9152,0.0068,0.8385,0.1302,0.023,0.2155,0,0,0,0,0.3958,0,0.0058,0,0.383,0,0,0,0.2547,0.2206,0.5248,0,0.0053,0.9947,266.1183,0.4589,918.0875,120.3599,163,2975.834,-6.7511
illin3228,1,0,0,0,0,1,73006.37,278285.06,8.18,30569.49,1,1,0,0,1,1,76178.61,44551.57,6,6,532,533,1.1,0.00008879,0.169,0.1432,0.0325,0.2351,0.4778,0.156,0.0986,0.0076,0.8307,892.7368,2.1506,-54.597,0.151,0.4223,0.1745,0.1547,0.0392,0.2262,0.2095,0,0,0.3417,0.0101,0.0635,0,0.0266,0.2737,0.0195,0,0.0225,0.2881,0.6893,0.0679,0.2494,0.6827,5793.3693,1.0427,894.224,328.0312,151.5182,2852.6904,-49.5182
illin3238,1,0,0,0,0,1,25824.03,11758.6,63.15,63.01,1,1,0,0,1,1,42688.7,51583.41,4,4,78,79,1.284,0.00181532,0.0218,0.129,0.2851,0.3781,0.1242,0.1777,0.0134,0.0461,7.2459,153.1481,0.6173,-9.5288,0.4911,0.2446,0.099,0.1247,0.1329,0,0,0,0,0.7368,0,0.0495,0,0,0.0668,0,0.0033,0,0.0184,0.9816,0.3138,0.4057,0.2805,857.4354,0.5695,928.7581,239.8845,164.1121,3170.0225,-8.3888
illin3376,0.5195,0.4805,0,0,0,1,0,479874.26,0,30569.49,0,1,0,0,0,1,0,103531.73,1,2,1,4,1.265,0.00214941,0,0.228,0.152,0.6614,0.156,0.0178,0.0002,0.0171,27.657,57.8784,0.3318,-3.193,0.152,0.6614,0.156,0.0178,0.0916,0,0,0,0,0.9084,0,0,0,0,0,0,0,0,0,1,0.2949,0.7048,0.0003,27.657,0.3318,937.5748,57.8784,170.936,3251.9426,-3.193
illin3458,0.6515,0.3485,0,0,0,1,0,479874.26,0,30569.49,0,1,0,0,0,1,0,103531.73,2,2,3,4,1.265,0.00200056,0.0051,0.3418,0.0686,0.6983,0.1914,0.0266,0.0001,0.0169,11.3931,57,0.4928,-4.0009,0.0984,0.6551,0.2187,0.0145,0.1152,0,0,0,0,0.8848,0,0,0,0,0,0,0,0,0,1,0.1565,0.7667,0.0768,43.7787,0.4481,944.4396,56.6932,170.0762,3246.3987,-2.7445
illin3465,1,0,0,0,0,1,0,470951.17,0,30569.49,0,1,0,0,0,1,0,94608.64,2,3,4,7,1.163,0.00136061,0.0032,0.3072,0.002,0.849,0.1271,0.0168,0,0.019,4.4046,57,0.3114,-13.3508,0.1123,0.6687,0.1905,0.0158,0.1236,0,0,0,0,0.8764,0,0,0,0,0,0,0,0,0,1,0.256,0.6996,0.0444,75.8403,0.3978,941.2092,57.1432,170.0762,3248.2891,-3.5241
illin3534,1,0,0,0,0,1,38106.14,249117.46,6.72,30569.49,1,1,0,0,1,1,27906.16,15383.98,6,6,624,629,1.013,0.00111393,0.1515,0.1579,0.4014,0.1408,0.331,0.0493,0.0775,0,0.1278,51.7535,2.7606,-20.3099,0.1348,0.4643,0.1725,0.1416,0.0426,0.2002,0.1855,0,0,0.3952,0.009,0.0692,0,0.0244,0.2426,0.0173,0,0.0468,0.2594,0.6937,0.0643,0.2501,0.6855,6543.3951,0.9835,897.4609,306.62,151.5182,2877.2893,-44.4589
illin3539,0.8429,0.1571,0,0,0,1,0,249117.46,0,30569.49,0,1,0,0,0,1,0,15383.98,2,6,5,629,1.652,0.0039707,0.0138,0.2444,0.0102,0.504,0.3293,0.1244,0.0321,0.0027,8.3592,161.8454,2.0389,-50.9581,0.0013,0.8938,0.0911,0.0098,0.0578,0,0,0,0,0.9422,0,0,0,0,0,0,0,0.7932,0.2068,0,0.1086,0.7151,0.1763,113.3946,0.251,919.8015,140.6344,172.8015,3250.6216,-4.8986
illin3574,1,0,0,0,0,1,0,470951.17,0,30569.49,0,1,0,0,0,1,0,94608.64,2,3,3,7,1.158,0.00309637,0,0.2029,0.0119,0.6996,0.2303,0.0386,0,0.0401,1.8873,57,0.6648,-3.0062,0.0389,0.8193,0.1335,0.0038,0.0022,0,0,0,0,0.9978,0,0,0,0,0,0,0,0,0,1,0.8341,0.1659,0,32.8914,0.2201,939.1965,57,170.0084,3254.3096,0.6914
illin3587,0.9706,0.0294,0,0,0,1,0,484854.77,0,30569.49,0,1,0,0,0,1,0,108512.24,1,2,1,2,1.198,0.00230978,0,0.1988,0.0587,0.7966,0.1374,0.0024,0.0003,0.0046,20.2383,57,0.2498,0.9225,0.0587,0.7966,0.1374,0.0024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7305,0.2695,0,20.2383,0.2498,941.837,57,170.1733,3256.0522,0.9225
illin3638,0,0.2437,0.7563,0,0,1,0,255567.76,0,11.99,0,1,0,0,0,1,0,301330.42,2,3,3,6,1.397,0.00106956,0.0022,0.1988,0.0565,0.2923,0.3428,0.3018,0.0027,0.0331,18.8154,63,0.7631,-11.9585,0.1066,0.3639,0.3378,0.1731,0.179,0,0,0,0,0.7889,0,0,0,0,0.0321,0,0,0,0,1,0,0.4532,0.5468,52.5366,0.7399,965.6685,63,170.0774,3099.3232,-7.3823
illin3653,0.9881,0.0119,0,0,0,1,0,400820.41,63.01,30569.49,1,1,0,0,1,1,824.97,24477.88,4,5,90,393,1.399,0.00122498,0.0292,0.1324,0.4675,0.2562,0.1145,0.1084,0.0351,0.0479,5.7366,655.9412,0.5364,-41.04,0.4806,0.2553,0.1017,0.122,0.1185,0,0,0,0,0.7186,0,0.0441,0,0,0.0953,0,0.0138,0,0.063,0.937,0.3506,0.3993,0.2502,961.5978,0.5729,928.7483,248.2155,164.1121,3181.3752,-11.6647
illin3686,1,0,0,0,0,1,0,378521.48,0,30569.49,0,1,0,0,0,1,0,133073.75,5,5,55,56,1.449,0.00042122,0.0006,0.2308,0.0025,0.7416,0.1109,0.145,0,0.1069,1.7937,178,0.2082,-6.856,0.0051,0.839,0.134,0.0182,0.0312,0.006,0,0,0,0.4219,0,0.5095,0,0,0.0115,0,0.0258,0.0273,0.508,0.4646,0.2294,0.5998,0.1708,441.9684,0.2125,924.8516,111.2969,167.8524,3209.6372,-1.5641
illin3691,0.7782,0.2218,0,0,0,1,0,54433.96,0,14.19,0,1,0,0,0,1,0,124552.39,2,3,4,8,1.14,0.00178366,0,0.3991,0.0852,0.6934,0.2056,0.013,0,0.0083,9.1413,57,0.4853,-35.5275,0.0876,0.6403,0.2611,0.0073,0,0,0,0,0,0.8925,0,0,0,0,0.1075,0,0,0,0,1,0.1364,0.6493,0.2142,29.3598,0.425,958.0778,54.1925,170,3223.8914,-11.4393
illin3697,0,0,1,0,0,1,0,170281.34,0,30569.49,0,1,0,0,0,1,0,406317.13,5,5,114,115,1.473,0.00152122,0.0026,0.2327,0.0081,0.4321,0.2087,0.3378,0.0133,0.1446,4.4676,130.8582,1.6646,-26.7861,0.0047,0.8288,0.135,0.0295,0.1721,0,0,0,0,0.2592,0,0.0034,0,0.5653,0,0,0,0.1495,0.3016,0.5489,0,0.0031,0.9969,453.3102,0.5327,916.5696,123.9691,163,3007.3667,-6.1312
illin3712,0,1,0,0,0,1,0,384590.87,0,30569.49,0,1,0,0,0,1,0,139143.13,3,4,7,15,1.361,0.0013487,0,0.2554,0,0.8493,0.1,0.0507,0,0,2.646,135.2384,0.1027,-5.3126,0.0005,0.896,0.0985,0.005,0.0122,0,0,0,0,0.6637,0,0.3241,0,0,0,0,0,0.1838,0.5935,0.2227,0,0.284,0.7159,34.4997,0.1877,912.4316,111.1474,168,3138.2629,-0.4928
illin3721,1,0,0,0,0,1,0,427636.9,0,30569.49,0,1,0,0,0,1,0,51294.37,3,3,8,9,1.754,0.00173998,0.0018,0.2597,0.0278,0.2299,0.3564,0.3825,0,0.0733,11.2905,81.6281,1.0965,-28.6312,0.0848,0.6577,0.1974,0.0509,0.1282,0,0,0,0,0.8697,0,0,0,0,0.0021,0,0,0,0.0024,0.9976,0.4651,0.5085,0.0264,127.7757,0.4275,939.1791,59.8641,170.0084,3250.3477,-5.3863
illin3799,0,1,0,0,0,1,0,582924.44,0,30569.49,0,1,0,0,0,1,0,206581.91,2,2,5,6,1.194,0.00166653,0.0055,0.4062,0,0.8321,0.1581,0.0062,0,0.0036,3.0339,57,0.1798,-11.501,0.095,0.4968,0.3735,0.0241,0.4177,0,0,0,0,0.5649,0,0.0174,0,0,0,0,0,0,0,1,0,0.6856,0.3144,43.7742,0.5168,962.5226,43.3168,170,3173.2681,-10.6538
illin3803,0,1,0,0,0,1,0,386412.62,0,30569.49,0,1,0,0,0,1,0,140964.88,3,3,7,8,1.538,0.00150429,0,0.3356,0,0.7547,0.1538,0.0915,0,0.0517,3.1185,57.0698,0.1605,-10.9991,0.0004,0.8328,0.1566,0.01,0.1004,0,0,0,0,0.8726,0,0.027,0,0,0,0,0,0.0215,0.9746,0.0038,0,0.0976,0.9024,57.9951,0.3996,913.6849,56.7353,168,3160.5833,-2.2236
illin3804,1,0,0,0,0,1,0,357989.7,0,30569.49,0,1,0,0,0,1,0,112541.97,5,5,57,60,1.03,0.001342,0.0006,0.2316,0,0.2017,0.063,0.3361,0,0.6008,0.2142,147,0.0714,8.937,0.0118,0.8253,0.1375,0.0207,0.0363,0.0057,0,0,0,0.4055,0,0.4893,0,0,0.0446,0,0.0243,0.0257,0.5164,0.4579,0.2618,0.5775,0.1607,469.7856,0.2158,925.1153,113.9949,167.8524,3209.0881,-3.1465
illin3839,1,0,0,0,0,1,0,25121.81,0,14.19,0,1,0,0,0,1,0,95240.24,3,3,9,10,1.762,0.00103756,0.0023,0.3728,0.0592,0.6718,0.2263,0.039,0.0032,0.0142,9.2646,57,0.3297,-48.3148,0.0732,0.6683,0.2376,0.0142,0,0,0,0,0,0.8336,0,0,0,0,0.1664,0,0,0,0,1,0.4069,0.4639,0.1292,71.7525,0.4178,953.0308,55.2015,170,3237.0295,-16.2984
illin3869,0,0.8828,0.1172,0,0,1,0,277788.66,0,11.99,0,1,0,0,0,1,0,323551.33,2,2,2,3,1.388,0.00181683,0.0043,0.2473,0.2074,0.339,0.2732,0.1585,0.0014,0.0429,11.2689,63,1.035,-7.4948,0.1093,0.4551,0.3264,0.0827,0.116,0,0,0,0,0.884,0,0,0,0,0,0,0,0,0,1,0,0.5658,0.4342,27.3762,0.7188,967.5483,63,170.0774,3099.1064,-3.9446
illin3902,0.0566,0.9434,0,0,0,1,0,341349.44,0,30569.49,0,1,0,0,0,1,0,95901.71,2,2,5,6,1.343,0.00193166,0,0.2682,0.0274,0.8722,0.097,0.0018,0,0.0028,7.1973,133.8277,0.0508,-0.9795,0.0058,0.8874,0.1053,0.0011,0.0005,0.0197,0,0,0,0.3376,0,0.661,0,0,0,0,0.0009,0.0924,0.3161,0.5915,0.0867,0.8943,0.0191,35.0334,0.1464,910.2806,162.8696,168,3162.438,-0.7724
illin3944,1,0,0,0,0,1,0,418914.72,0,30569.49,0,1,0,0,0,1,0,42572.19,2,2,3,4,1.211,0.00490974,0,0.476,0,0,0.7489,0.2511,0,0.0157,1.0287,103.0088,1.1417,-76.3263,0.0442,0.3661,0.447,0.1383,0,0,0,0,0,0.9618,0,0,0,0,0.0382,0,0,0,0,1,0.2693,0.7307,0,13.8447,0.649,933.5382,64.5504,170,3250.7432,-8.2403
illin3963,0,1,0,0,0,1,7397.17,108019.4,5.52,30569.49,1,1,0,0,0,1,0,344055.2,3,3,13,14,1.725,0.00212251,0.0008,0.2163,0,0.4876,0.1718,0.3406,0,0.0397,1.8126,131,2.0015,-67.0462,0.0121,0.8505,0.11,0.0216,0.1059,0,0,0,0,0.8941,0,0,0,0,0,0,0,0,0.9789,0.0211,0,0.0227,0.9772,76.7709,0.625,906.8344,122.0388,168.6254,3147.248,-6.1822
illin3995,1,0,0,0,0,1,0,155491.38,0,30569.49,0,1,0,0,0,1,0,391527.17,2,4,13,45,1.15,0.01557547,0.0008,0.2433,0,0.2544,0.0453,0.7003,0,0.1638,0.2583,63,4.899,-152.5749,0,0.8677,0.1142,0.0175,0.0724,0,0,0,0,0.9149,0,0,0,0.0127,0,0,0,0.8535,0.1134,0.0331,0.2104,0.3888,0.4008,103.9464,0.337,923.033,123.0407,171.0502,3206.1702,-3.5086
illin3997,1,0,0,0,0,1,0,0,0,14.19,0,1,0,0,0,1,0,70118.43,3,3,10,90010,1.123,0.00105155,0.0019,0.3554,0.005,0.4451,0.4712,0.0763,0,0.0547,23.0634,57,0.2527,-45.0796,0.0502,0.6324,0.2837,0.028,0,0,0,0,0,0.8153,0,0,0,0,0.1847,0,0,0,0,1,0.5531,0.3613,0.0856,108.2385,0.3504,949.3557,55.8078,170,3242.7959,-20.5865
illin4082,1,0,0,0,0,1,44546.87,379985.49,14.19,30569.49,1,1,0,0,1,1,164436.39,3642.96,7,7,1643,2044,1.306,0.00004848,0.0304,0.2944,0.0643,0.0776,0.2075,0.2636,0.3349,0.1904,7.0272,653.7354,0.0934,-2.2494,0.0303,0.6744,0.2391,0.048,0.0345,0.1487,0,0,0.1259,0.2321,0.0071,0.0907,0,0.1928,0.2953,0.0115,0.0085,0,0.4753,0.5247,0.1956,0.2854,0.5191,13170.2994,0.2853,959.9004,454.8567,161,3156.95,-16.1665
illin4098,1,0,0,0,0,1,129133.69,148961.19,14.57,30569.49,1,1,0,0,1,1,128984.08,384996.99,4,4,45,46,1.214,0.00321059,0.0057,0.2519,0.1002,0.2969,0.2928,0.3027,0.0073,0.0207,3.0798,73.9389,2.5991,-70.7718,0.0279,0.7866,0.1369,0.0421,0.1178,0,0,0,0,0.8563,0,0.0217,0,0.0043,0,0,0,0.4912,0.0776,0.4312,0.2784,0.2995,0.4221,305.9631,0.5135,922.2802,128.2744,166.5329,3162.2944,-7.5732
illin4103,0.4267,0.5733,0,0,0,1,0,325412.51,0,30569.49,0,1,0,0,0,1,0,79964.78,2,4,7,24,1.386,0.00272575,0.0025,0.2324,0.8362,0.0026,0,0.1242,0.0066,0.0194,2.0439,310.3395,0.6988,-33.5447,0.1078,0.7704,0.0893,0.0232,0.0532,0.0111,0,0,0,0.1903,0,0.6395,0,0,0.0662,0,0.0005,0.0521,0.5385,0.4095,0.2154,0.7738,0.0107,62.1531,0.183,907.5999,154.9647,168,3164.0356,-6.1659
illin4108,1,0,0,0,0,1,0,436839.32,14.19,30569.49,1,1,0,0,0,1,0,60496.79,3,3,10,11,1.1,0.00392615,0.0018,0.3556,0.0044,0.2374,0.6,0.1559,0,0.0381,4.7277,57,0.8317,-75.3111,0.0478,0.6144,0.2978,0.0342,0,0,0,0,0,0.7989,0,0,0,0,0.2011,0,0,0,0,1,0.5585,0.3603,0.0812,114.1074,0.3748,948.6299,55.8691,170,3242.8696,-23.6453
illin4120,0,0,1,0,0,1,0,130932.44,0,30569.49,0,1,0,0,0,1,0,366968.24,5,5,118,119,1.435,0.0016002,0.0047,0.235,0.2939,0.327,0.1643,0.2088,0.0039,0.0377,5.7501,130.8205,1.6934,-24.169,0.0174,0.8033,0.1395,0.0368,0.1758,0,0,0,0,0.2625,0,0.0031,0,0.5587,0,0,0,0.1348,0.3358,0.5293,0,0.0028,0.9972,502.6464,0.5853,915.8757,124.61,163,3027.5757,-7.0829
illin4122,0,1,0,0,0,1,0,340842.88,0,30569.49,0,1,0,0,0,1,0,95395.15,4,4,15,16,1.818,0.00176405,0,0.3036,0.0011,0.6154,0.233,0.1499,0,0.0299,12.7053,111.8681,0.4399,-23.1553,0.0005,0.8307,0.143,0.0256,0.1382,0,0,0,0,0.6649,0,0.1963,0,0,0.0005,0,0,0.0683,0.8606,0.0711,0.0153,0.2873,0.6974,111.1599,0.319,911.7216,80.2,168,3155.0308,-4.0332
illin4141,0,1,0,0,0,1,0,325412.51,0,30569.49,0,1,0,0,0,1,0,79964.78,4,4,17,24,1.514,0.00088489,0.0002,0.3033,0.2713,0.005,0.0652,0.6479,0.0013,0.052,1.4364,308.3233,2.4248,-44.1466,0.0087,0.7994,0.1527,0.0371,0.158,0,0,0,0,0.6114,0,0.1957,0,0,0.0349,0,0,0.0628,0.8718,0.0654,0.0601,0.2986,0.6413,120.8826,0.3492,910.6931,92.0581,168,3155.8875,-6.4905
illin4161,1,0,0,0,0,1,68230.88,212691.11,6.72,30569.49,1,1,0,0,1,1,8118.31,51092.54,6,6,641,642,1.414,0.006996,0.1494,0.1607,0.2287,0.331,0.2123,0.1599,0.0598,0.0302,4.1715,163.6194,0.8552,-45.6809,0.1315,0.473,0.1717,0.1389,0.0437,0.1948,0.1804,0,0,0.4089,0.0087,0.0673,0,0.0237,0.2365,0.0168,0,0.0624,0.2625,0.6751,0.0686,0.2591,0.6723,6726.5046,0.973,898.0357,301.4699,151.5182,2887.7764,-43.5574
illin4183,0,0,1,0,0,1,0,127640.81,0,30569.49,0,1,0,0,0,1,0,363676.61,4,4,47,48,1.263,0.00136721,0.0007,0.2756,0.0769,0.4622,0.262,0.1955,0.0034,0.0144,4.995,416.4326,1.9886,-30.3377,0.0047,0.8242,0.1438,0.0264,0.1296,0.0295,0,0,0.0295,0,0,0,0,0.8409,0,0,0,0,0.021,0.979,0,0,1,225.3528,0.7277,918.2874,173.5615,168.0105,3170.2183,-7.7334
illin4203,1,0,0,0,0,1,13247.31,414420.86,14.19,30569.49,1,1,0,0,0,1,0,38078.33,3,3,12,13,1.364,0.00170119,0.0016,0.3891,0,0.0273,0.8138,0.145,0,0.0525,6.174,161.6138,0.3348,-45.6873,0.0448,0.5662,0.3413,0.0415,0,0,0,0,0,0.7495,0,0,0,0,0.2505,0,0,0,0,1,0.5844,0.3414,0.0742,124.9155,0.3887,947.3606,61.9282,169.9383,3242,-25.8625
illin4205,1,0,0,0,0,1,31509.75,407990.53,14.19,30569.49,1,1,0,0,1,1,151399.27,31648,7,7,1640,1641,1.083,0.00017673,0.0287,0.2949,0.0184,0.2779,0.4141,0.125,0.1646,0.0243,2.0016,389.1709,0.442,-69.3381,0.0303,0.675,0.2391,0.0477,0.0345,0.1489,0,0,0.1261,0.2324,0.0071,0.0908,0,0.193,0.2948,0.0115,0.0085,0,0.4752,0.5248,0.1948,0.2857,0.5196,13156.6662,0.2855,959.9268,454.7095,161,3156.896,-16.1688
illin4213,0.977,0.023,0,0,0,1,0,534309.46,0,30569.49,0,1,0,0,0,1,0,157966.93,2,2,6,7,1.482,0.00092564,0.0077,0.402,0.0004,0.6935,0.241,0.0582,0.0014,0.0274,26.2386,57,0.5157,-12.0689,0.0542,0.5946,0.3077,0.0342,0.3747,0,0,0,0,0.6154,0,0.0099,0,0,0,0,0,0,0,1,0.2055,0.6157,0.1788,76.9761,0.4804,963.0894,49.2188,170,3200.8386,-10.2937
illin4253,1,0,0,0,0,1,135663.87,137337.92,14.57,30569.49,1,1,0,0,1,1,135514.27,373373.72,4,4,46,47,1.623,0.00228213,0.0062,0.2537,0.2083,0.4787,0.1273,0.168,0.0032,0.017,9.9918,92.1663,1.7348,-7.968,0.0335,0.7747,0.1384,0.0466,0.1158,0,0,0,0,0.8549,0,0.0209,0,0.0041,0,0,0.0043,0.4831,0.1012,0.4157,0.2835,0.3096,0.4069,317.3697,0.5598,922.5522,127.0015,166.5329,3166.4167,-7.6047
illin4524,1,0,0,0,0,1,0,443053.55,0,30569.49,0,1,0,0,0,1,0,66711.02,2,3,2,4,1.311,0.00285239,0.0017,0.4688,0.0322,0.6812,0.2576,0.0253,0,0.0087,9.4842,79.6529,0.6682,-7.3959,0.0114,0.6461,0.3059,0.0294,0,0,0,0,0,0.9935,0,0,0,0,0.0065,0,0,0,0.0283,0.9717,0.881,0.119,0,40.5207,0.2375,943.1342,65.4921,169.9654,3245.4109,-1.1475
illin4548,1,0,0,0,0,1,0,431305.99,0,30569.49,0,1,0,0,0,1,0,54963.46,4,7,30,1624,1.242,0.00232187,0.0024,0.3712,0.5682,0.1153,0.0552,0.2479,0.0089,0.0407,1.6155,750.849,0.6903,-88.6774,0.0198,0.7024,0.239,0.0327,0.2076,0.0051,0,0,0.0051,0.7329,0,0.0022,0,0,0.0523,0,0,0,0.0542,0.9458,0.7213,0.2371,0.0415,349.4061,0.306,955.3743,113.4342,169,3229.0623,-7.9889
illin4567,0,1,0,0,0,1,0,93172.63,0,30569.49,0,1,0,0,0,1,0,329208.43,3,7,14,3447,1.205,0.00582392,0.0022,0.241,0.1576,0.529,0.129,0.1817,0.0019,0.0278,19.8918,122.599,1.7238,-91.0941,0.056,0.792,0.1116,0.0384,0.108,0,0,0,0,0.8628,0,0,0,0,0.0292,0,0,0.0295,0.7529,0.2177,0.0935,0.7135,0.193,127.1511,0.5407,921.5531,124.8568,167.2701,3192.0767,-18.3058
illin4615,1,0,0,0,0,1,105335.19,431305.99,5.21,30569.49,1,1,0,0,1,1,128798.69,54963.46,7,7,1594,1624,1.056,0.00222512,0.029,0.2918,0.5434,0.0231,0,0.1264,0.3044,0.024,0.9756,969.1993,0.8875,-138.5055,0.0304,0.676,0.2377,0.048,0.0302,0.1541,0,0,0.1309,0.2139,0.0074,0.0938,0,0.2007,0.301,0.012,0.0089,0,0.4911,0.5089,0.1746,0.2871,0.5384,12653.0208,0.2838,960.2391,467.86,161,3153.9236,-16.2319
illin4702,0.8643,0.1357,0,0,0,1,0,528472.55,0,30569.49,0,1,0,0,0,1,0,152130.02,2,2,4,5,1.249,0.0013948,0,0.475,0.0005,0.7775,0.2017,0.0143,0,0.0063,31.0635,77.2659,0.4136,-10.9663,0.0051,0.7071,0.2651,0.0171,0.3797,0,0,0,0,0.6203,0,0,0,0,0,0,0,0,0,1,0.548,0.4352,0.0168,44.73,0.3946,971.3397,71.3398,170,3215.282,-9.28
illin4750,1,0,0,0,0,1,0,21747.03,0,435.86,0,1,0,0,0,1,0,108318.29,1,3,1,12,1.07,0.00207199,0,0.0742,0.0073,0.8853,0.1074,0,0,0,2.0871,178,0.0962,-1.3014,0.0073,0.8853,0.1074,0,0.025,0,0,0,0,0,0,0.975,0,0,0,0,0,0,1,0,1,0,0,2.0871,0.0962,906.1341,178,168,3203.0693,-1.3014
illin4803,0,0,1,0,0,1,8298.41,85459.68,6.69,30569.49,1,1,0,0,1,1,3839.21,321495.48,4,4,37,38,1.311,0.00135429,0.007,0.3259,0,0.3819,0.2332,0.3659,0.0107,0.1308,5.2911,163.8896,2.3198,-113.692,0.0105,0.5275,0.2848,0.1699,0.1106,0,0,0,0,0.0354,0,0,0,0.8318,0.0222,0,0,0,0.9771,0.0229,0.1081,0.2149,0.677,134.7129,2.2509,916.3282,139.6885,169.1371,3261.1265,-12.5712
illin4840,0.8178,0.1822,0,0,0,1,0,587311.27,0,30569.49,0,1,0,0,0,1,0,210968.74,1,2,1,4,1.18,0.00095509,0,0.4329,0.0487,0.5327,0.3848,0.024,0.0001,0.0121,49.545,68.3032,0.6007,-11.6742,0.0487,0.5327,0.3848,0.024,0.4065,0,0,0,0,0.5935,0,0,0,0,0,0,0,0,0,1,0.4586,0.42,0.1214,49.545,0.6007,970.7665,68.3032,171.2422,3168.135,-11.6742
illin4859,1,0,0,0,0,1,57491.62,407289.95,100.28,30569.49,1,1,0,0,0,1,0,161842.21,5,5,96,98,1.398,0,0.0099,0.2673,0,0.5802,0.2936,0.1182,0.008,0.02,0.8982,178,0.5731,-25.3567,0.014,0.849,0.1119,0.0129,0.0094,0.0012,0,0,0.0004,0.8057,0,0.1616,0,0,0,0,0,0,0.9733,0.0267,0.2511,0.188,0.5608,1155.3048,0.2144,911.5127,130.0615,168,3294.1814,-0.3567
illin4874,1,0,0,0,0,1,0,440114.07,0,30569.49,0,1,0,0,0,1,0,63771.54,3,4,25,29,1.193,0.00074969,0.0021,0.3611,0.0807,0.5241,0.2876,0.1022,0.0013,0.029,4.1283,773.7168,0.7231,-56.4022,0.0173,0.7151,0.2289,0.0324,0.2548,0.0063,0,0,0.0063,0.6992,0,0.0027,0,0,0.037,0,0,0,0.0319,0.9681,0.6831,0.2658,0.0511,283.9509,0.3158,958.6439,114.3958,169,3226.9016,-7.9645
illin4987,1,0,0,0,0,1,0,493282.07,0,30569.49,0,1,0,0,0,1,0,116939.54,2,2,11,12,1.296,0.00068758,0.0041,0.3574,0,0.7826,0.191,0.0156,0,0.0141,5.1822,118.007,0.0636,-3.4168,0.0307,0.6962,0.2407,0.0236,0.3041,0,0,0,0,0.6904,0,0.0056,0,0,0,0,0,0,0,1,0.5001,0.3992,0.1007,136.6956,0.3634,960.7581,58.1389,170,3221.3467,-6.6513
illin5027,1,0,0,0,0,1,0,491816.02,0,30569.49,0,1,0,0,0,1,0,115473.49,3,3,10,22,1.509,0.00062149,0,0.3804,0,0.7361,0.2294,0.0335,0,0.0317,4.4298,81.1865,0.1006,-0.3911,0.0026,0.773,0.2076,0.0132,0.1968,0,0,0,0,0.8032,0,0,0,0,0,0,0,0,0,1,0.7783,0.2136,0.0081,92.3139,0.2647,965.4388,98.2485,170,3234.2307,-4.4772
illin5050,1,0,0,0,0,1,0,410598.93,0,30569.49,0,1,0,0,0,1,0,165151.2,4,5,18,96,1.315,0.00164287,0,0.2808,0.0004,0.8498,0.1034,0.0464,0,0.0106,7.5267,178,0.1296,-2.6887,0.0109,0.873,0.1079,0.0082,0.002,0,0,0,0,0.7902,0,0.2077,0,0,0,0,0,0,1,0,0.18,0.2755,0.5444,137.5074,0.1911,912.3097,72.0399,168.1731,3295.7888,-0.1494
illin5122,1,0,0,0,0,1,0,451321.32,0,30569.49,0,1,0,0,0,1,0,74978.79,3,3,24,25,1.674,0.00070578,0.0022,0.3606,0.0139,0.3615,0.3907,0.2168,0,0.0654,9.0846,817.7191,0.6445,-30.5481,0.0169,0.7159,0.23,0.0307,0.2592,0.0065,0,0,0.0065,0.7142,0,0.0028,0,0,0.0173,0,0,0,0.0214,0.9786,0.6686,0.2778,0.0536,270.8577,0.3161,959.6146,105.6291,169.6517,3227.2598,-6.691
illin5214,0,1,0,0,0,1,9286.7,187653.15,25.84,30569.49,1,1,0,0,1,1,110179.61,423688.95,5,5,324,325,1.052,0.00327052,0.0163,0.2661,0,0.4042,0.2979,0.2338,0.0475,0.0101,1.6857,63.1393,2.6983,-87.6295,0.017,0.8402,0.1185,0.0197,0.0401,0.0005,0,0,0,0.776,0,0.0925,0,0.0034,0.0865,0.0015,0,0.0012,0.9828,0.0159,0.1888,0.3245,0.4867,3283.8588,0.2539,905.7906,103.4953,170,3374.2561,-6.0044
