"","COMID","A_ligamentina","A_confragosus","E_triquetra"
"4043",13553939,1,0,1
"4044",13553941,1,0,0
"4045",13553985,1,0,0
"4046",13553989,1,1,1
"4047",13554023,1,0,1
"4048",13554027,1,0,1
"4049",13554029,1,0,0
"4050",13554031,0,0,0
"4051",13554033,1,0,0
"4052",13554037,1,0,0
"4053",13554053,1,1,1
"4054",13554071,1,1,0
"4055",13554077,1,0,1
"4056",13554079,1,0,1
"4057",13554083,1,0,1
"4058",13554101,1,0,0
"4059",13554103,0,0,0
"4060",13554105,1,0,1
"4061",13554111,1,1,1
"4062",13554117,0,0,1
"4063",13554129,1,0,1
"4064",13554133,1,0,1
"4065",13554145,1,0,1
"4066",13554151,1,0,0
"4067",13554155,1,1,1
"4068",13554165,1,0,0
"4069",13554179,0,0,0
"4070",13554181,1,0,1
"4071",13554189,1,0,0
"4072",13554191,0,0,1
"4073",13554209,1,0,0
"4074",13554215,1,0,1
"4075",13554245,1,0,0
"4076",13554247,1,0,1
"4077",13554275,1,0,1
"4078",13554279,1,1,1
"4079",13554281,1,0,1
"4080",13554303,0,0,0
"4081",13554309,1,0,1
"4082",13554315,1,0,0
"4083",13554317,1,0,1
"4084",13554323,1,1,1
"4085",13554325,0,0,0
"4086",13554327,0,0,0
"4087",13554337,0,0,0
"4088",13554341,1,0,1
"4089",13554345,1,0,0
"4090",13554351,1,0,1
"4091",13554353,1,0,1
"4092",13554363,1,0,0
"4093",13554365,1,0,1
"4094",13554369,1,1,1
"4095",13554383,1,0,1
"4096",13554385,1,0,0
"4097",13554387,1,0,1
"4098",13554395,1,0,1
"4099",13554405,1,1,1
"4100",13554417,1,1,1
"4101",13554461,1,0,0
"4102",13554531,1,0,1
"4103",13554535,1,0,0
"4104",13554605,1,0,1
"4105",13554607,1,0,0
"4106",13554633,1,0,1
"4107",13554639,1,1,1
"4108",13554657,1,0,1
"4109",13554679,1,1,1
"4110",13554681,1,0,1
"4111",13554685,1,1,1
"4112",13554687,1,0,1
"4113",13554705,0,0,0
"4114",13554709,1,0,1
"4115",13554713,1,0,1
"4116",13554729,1,1,1
"4117",13554731,1,1,1
"4118",13554737,1,0,1
"4119",13554741,1,0,1
"4120",13554745,1,0,1
"4121",13554759,1,0,1
"4122",13554775,1,0,1
"4123",13554779,1,0,1
"4124",13554785,1,0,1
"4125",13554789,1,0,0
"4126",13554805,1,0,1
"4127",13554807,1,0,1
"4128",13554813,1,0,1
"4129",13554837,1,1,1
"4130",13554841,1,0,1
"4131",13554847,1,1,1
"4132",13554851,1,0,1
"4133",13554855,1,0,1
"4134",13554861,0,0,0
"4135",13555627,1,0,1
"4136",13555649,1,0,0
"4137",13555651,1,0,1
"4138",13555665,1,0,0
"4139",13555705,1,0,1
"4140",13555711,1,1,1
"4141",13555715,0,0,0
"4142",13555723,1,0,0
"4143",13555735,1,0,1
"4144",13555739,0,0,0
"4145",13555743,0,0,0
"4146",13555747,1,0,0
"4147",13555751,1,0,0
"4148",13555753,1,0,0
"4149",13555757,1,0,0
"4150",13555849,1,0,0
"4151",13564042,0,0,0
"4152",13564060,1,0,0
"4153",13564066,1,0,1
"4154",13564074,1,0,0
"4155",13564078,0,0,0
"4156",13564112,1,0,1
"4157",13564128,1,1,0
"4158",13564538,0,0,0
"4159",13564542,1,0,1
"4160",13564544,1,0,0
"4161",13564546,1,0,0
"4162",13564550,1,1,0
"4163",13564552,1,0,1
"4164",13564556,1,1,1
"4165",13564560,1,1,1
"4166",13564562,1,1,0
"4167",13564568,1,0,0
"4168",13564572,1,0,1
"4169",13564578,1,1,0
"4170",13564660,1,0,1
"4171",13564662,1,0,1
"4172",13564668,1,0,1
"4173",13564704,1,0,1
"4174",13564706,1,0,0
"4175",13564748,1,0,1
"4176",13564768,1,0,0
"4177",13564772,1,0,1
"4178",13564814,1,0,1
"4179",13564858,1,0,1
"4180",13564898,1,0,1
"4181",13564904,1,1,1
"4182",13564924,1,0,1
"4183",13564926,1,0,1
"4184",13564950,1,0,1
"4185",13564952,1,0,1
"4186",13564956,1,1,1
"4187",13564960,1,0,1
"4188",13564964,1,0,0
"4189",13564970,1,1,0
"4190",13564972,1,0,1
"4191",13564990,1,0,1
"4192",13565004,1,1,1
"4193",13565010,1,0,1
"4194",13565018,1,0,0
"4195",13565028,1,0,0
"4196",13565038,1,1,1
"4197",13565040,0,0,0
"4198",13565044,1,0,0
"4199",13565058,1,0,0
"4200",13565112,1,1,1
"4201",13565126,1,1,1
"4202",13565138,1,0,1
"4203",13565154,1,1,0
"4204",13565170,1,1,0
"4205",13565184,1,0,0
"4206",13565222,1,1,1
"4207",13565224,1,0,1
"4208",13565262,1,0,0
"4209",13565270,1,0,0
"4210",13565274,1,0,0
"4211",13565288,1,0,0
"4212",13565290,0,0,0
"4213",13565296,1,1,1
"4214",13565328,1,0,0
"4215",13565382,1,1,1
"4216",13565394,1,0,1
"4217",13565418,1,1,1
"4218",13565424,1,1,1
"4219",13565522,1,0,0
"4220",13565524,1,1,1
"4221",13565526,1,0,1
"4222",13565538,0,0,0
"4223",13565908,1,0,0
"4224",13570739,0,0,0
"4225",13570769,0,0,0
"4226",13570773,0,0,0
"4227",13570811,0,0,0
"4228",13570823,0,0,0
"4229",13570835,0,0,0
"4230",13570879,0,0,0
"4231",13570893,0,0,0
"4232",13570899,0,0,0
"4233",13570913,0,0,0
"4234",13570939,0,0,0
"4235",13570943,1,0,1
"4236",13570945,0,0,0
"4237",13570949,0,0,0
"4238",13570951,0,0,0
"4239",13570985,1,0,0
"4240",13570987,1,0,1
"4241",13570991,1,0,1
"4242",13571003,1,0,1
"4243",13571007,1,0,1
"4244",13571009,0,0,0
"4245",13571011,0,0,0
"4246",13571019,0,0,0
"4247",13571021,1,0,1
"4248",13571025,1,0,1
"4249",13571043,1,0,1
"4250",13571053,1,0,1
"4251",13571097,0,0,0
"4252",13571141,1,0,1
"4253",13571169,1,0,1
"4254",13571171,0,0,1
"4255",13571183,0,0,1
"4256",13571193,1,0,1
"4257",13571195,0,0,0
"4258",13571221,1,0,0
"4259",13571231,1,0,1
"4260",13571239,1,1,1
"4261",13571251,1,0,0
"4262",13571277,1,1,1
"4263",13571289,1,1,1
"4264",13571331,1,1,1
"4265",13571345,1,0,1
"4266",13571347,0,0,0
"4267",13571349,1,0,1
"4268",13571359,1,1,1
"4269",13571361,1,0,1
"4270",13571365,1,0,1
"4271",13571381,1,1,1
"4272",13571397,1,1,1
"4273",13571405,1,0,1
"4274",13571421,1,1,1
"4275",13571433,1,0,1
"4276",13571437,1,1,1
"4277",13571447,1,0,1
"4278",13571469,1,1,1
"4279",13571505,1,1,1
"4280",13571525,1,0,1
"4281",13571535,1,1,1
"4282",13571583,1,0,0
"4283",13571599,1,0,1
"4284",13571601,1,1,1
"4285",13571637,0,0,0
"4286",13571661,1,1,1
"4287",13571687,1,1,1
"4288",13571707,1,1,1
"4289",13571735,1,0,1
"4290",13571751,1,1,1
"4291",13572365,1,0,1
"4292",13572379,1,0,1
"4293",13572391,1,0,1
"4294",13572413,1,0,1
"4295",13572419,1,1,0
"4296",13572421,1,0,0
"4297",13572427,1,0,1
"4298",13572435,1,0,0
"4299",13572439,1,0,0
"4300",13572449,0,0,0
"4301",13572453,1,1,1
"4302",13572459,0,0,0
"4303",13572473,1,0,0
"4304",13572475,1,1,1
"4305",13572477,1,0,1
"4306",13572485,1,0,1
"4307",13572487,1,0,1
"4308",13572493,1,0,1
"4309",13572503,1,1,0
"4310",13572507,1,0,1
"4311",13572517,1,0,1
"4312",13572519,1,0,1
"4313",13572525,1,0,1
"4314",13572531,1,1,0
"4315",13572543,1,0,0
"4316",13572547,0,0,0
"4317",13572549,1,0,0
"4318",13572553,0,0,0
"4319",13572557,1,0,0
"4320",13572559,1,0,0
"4321",13572561,0,0,0
"4322",13572563,1,0,0
"4323",13572565,1,0,0
"4324",13572567,1,0,1
"4325",13572571,1,0,1
"4326",13572575,1,0,0
"4327",13572577,1,0,1
"4328",13572585,1,0,1
"4329",13572593,1,0,1
"4330",13572599,1,0,0
"4331",13572603,1,0,1
"4332",13572605,1,0,1
"4333",13572613,0,0,0
"4334",13572615,1,0,0
"4335",13572621,1,0,0
"4336",13572625,1,0,0
"4337",13572631,1,0,1
"4338",13572637,0,0,0
"4339",13572643,1,0,0
"4340",13572649,1,0,1
"4341",13572653,1,0,0
"4342",13572667,1,0,1
"4343",13572669,1,0,1
"4344",13572673,1,0,0
"4345",13572675,1,0,0
"4346",13572677,1,0,1
"4347",13572683,1,0,0
"4348",13572691,1,0,0
"4349",13572701,1,0,1
"4350",13572707,0,0,0
"4351",13572711,1,0,0
"4352",13572715,1,0,1
"4353",13572777,0,0,0
"4354",13572843,1,0,0
"4355",13572847,1,1,1
"4356",13572849,1,1,1
"4357",13573095,1,0,1
"4358",13573097,1,1,1
"4359",13573145,1,0,0
"4360",13573649,1,0,1
"4361",13573651,1,1,1
"4362",13573709,1,0,0
"4363",13573711,1,0,1
"4364",13573713,1,0,1
"4365",13573715,1,1,1
"4366",13573719,0,0,0
"4367",13573721,1,0,0
"4368",13573723,1,0,1
"4369",13573725,1,0,1
"4370",13573731,1,1,1
"4371",13573745,1,0,1
"4372",13573753,1,0,1
"4373",13573755,1,0,1
"4374",13573759,1,0,0
"4375",13573761,1,1,1
"4376",13573767,1,0,1
"4377",13573775,1,0,0
"4378",13573777,1,0,1
"4379",13573783,1,0,1
"4380",13573785,1,0,1
"4381",13573791,1,0,0
"4382",13573793,1,0,1
"4383",13573811,1,0,1
"4384",13573823,0,0,0
"4385",13573825,1,0,1
"4386",13573829,0,0,0
"4387",13573831,1,0,1
"4388",13573835,1,0,0
"4389",13573847,1,0,0
"4390",13573849,1,0,1
"4391",13573867,1,0,1
"4392",13573871,1,0,1
"4393",13573889,1,0,1
"4394",13573891,1,0,1
"4395",13573895,1,0,1
"4396",13573899,1,0,1
"4397",13573907,1,0,0
"4398",13573927,1,0,1
"4399",13574143,1,0,1
"4400",13574145,1,0,1
"4401",13574149,1,0,0
"4402",13574151,1,0,1
"4403",13574153,1,0,1
"4404",13574155,1,0,0
"4405",13574157,1,0,1
"4406",13574167,1,0,1
"4407",13574183,1,1,1
"4408",13580614,0,0,0
"4409",13580650,0,0,0
"4410",13580656,0,0,0
"4411",13580658,0,0,0
"4412",13580672,0,0,0
"4413",13580694,0,0,0
"4414",13580724,0,0,0
"4415",13580728,0,0,0
"4416",13580758,0,0,0
"4417",13580772,0,0,0
"4418",13580780,0,0,0
"4419",13580794,0,0,0
"4420",13580796,0,0,0
"4421",13580802,0,0,0
"4422",13580810,0,0,0
"4423",13580826,0,0,0
"4424",13580872,0,0,0
"4425",13580898,0,0,0
"4426",13580900,1,0,0
"4427",13580916,1,0,0
"4428",13580930,0,0,0
"4429",13580934,0,0,0
"4430",13580964,0,0,0
"4431",13580968,1,0,0
"4432",13581012,0,0,0
"4433",13581040,0,0,0
"4434",13581048,1,0,1
"4435",13581090,0,0,1
"4436",13581114,1,0,1
"4437",13581148,0,0,1
"4438",13581184,0,0,0
"4439",13581200,1,0,1
"4440",13581208,0,0,0
"4441",13581210,0,0,0
"4442",13581228,0,0,1
"4443",13581246,0,0,0
"4444",13581250,0,0,1
"4445",13581262,0,0,1
"4446",13581272,0,0,1
"4447",13581298,0,0,1
"4448",13581302,0,0,0
"4449",13581314,0,0,0
"4450",13581322,0,0,0
"4451",13581328,1,0,1
"4452",13581356,0,0,0
"4453",13581366,0,0,0
"4454",13581372,0,0,0
"4455",13581374,0,0,0
"4456",13581382,0,0,0
"4457",13581386,1,0,1
"4458",13581406,1,0,1
"4459",13581412,0,0,0
"4460",13581466,0,0,0
"4461",13581490,0,0,0
"4462",13581500,1,0,1
"4463",13581798,1,0,0
"4464",13581804,0,0,0
"4465",13581808,0,0,0
"4466",13581810,0,0,0
"4467",13581812,0,0,0
"4468",13581818,0,0,0
"4469",13582926,0,0,1
"4470",13582936,0,0,0
"4471",13582938,0,0,1
"4472",13582944,1,0,1
"4473",13582946,0,0,1
"4474",13582976,1,0,1
"4475",13582982,0,0,1
"4476",13582988,0,0,1
"4477",13582998,1,0,1
"4478",13583002,0,0,1
"4479",13583006,0,0,0
"4480",13583008,0,0,1
"4481",13583010,1,0,1
"4482",13583014,1,0,1
"4483",13583018,1,0,1
"4484",13583026,1,0,0
"4485",13583028,1,0,1
"4486",13583036,1,0,1
"4487",13583042,0,0,1
"4488",13583046,0,0,1
"4489",13583054,1,0,1
"4490",13583072,1,0,1
"4491",13583082,1,0,1
"4492",13583276,1,0,1
"4493",13583868,0,0,1
"4494",13583882,0,0,1
"4495",13583884,1,0,1
"4496",13583886,1,0,1
"4497",13583888,1,0,1
"4498",13583890,1,0,1
"4499",13583908,0,0,0
"4500",13583944,1,0,1
"4501",13583946,0,0,1
"4502",13583948,1,0,1
"4503",13583950,1,0,1
"4504",13583972,1,0,1
"4505",13583974,0,0,0
"4506",13583990,1,0,1
"4507",13584036,1,0,1
"4508",13584064,1,0,1
"4509",13584120,1,0,1
"4510",13584128,1,0,1
"4511",13584138,1,0,1
"4512",13584182,1,0,1
"4513",13584194,1,0,1
"4514",13584236,1,0,1
"4515",13584248,1,0,1
"4516",13584284,1,0,1
"4517",13584322,0,0,0
"4518",13584338,0,0,0
"4519",13584340,0,0,0
"4520",13584346,0,0,0
"4521",13584350,0,0,0
"4522",13584358,0,0,0
"4523",13584368,1,0,1
"4524",13584428,0,0,0
"4525",13584432,1,0,1
"4526",13584436,1,0,1
"4527",13584438,0,0,0
"4528",13584452,0,0,0
"4529",13584454,0,0,0
"4530",13584464,1,0,1
"4531",13584468,0,0,0
"4532",13584484,1,0,1
"4533",13584530,1,0,1
"4534",13584534,0,0,0
"4535",13584544,0,0,0
"4536",13584566,0,0,0
"4537",13584570,1,0,1
"4538",13584580,0,0,0
"4539",13584606,0,0,0
"4540",13584642,1,0,1
"4541",13584644,1,0,1
"4542",13584654,1,0,0
"4543",13584666,0,0,0
"4544",13584674,1,0,1
"4545",13584688,1,0,1
"4546",13584712,1,0,1
"4547",13584730,1,0,1
"4548",13584738,1,0,1
"4549",13584750,1,0,1
"4550",13584752,1,0,1
"4551",13584762,1,0,1
"4552",13584776,1,0,1
"4553",13584794,1,0,1
"4554",13584796,1,0,1
"4555",13584818,0,0,1
"4556",13584820,1,0,1
"4557",13584826,1,0,1
"4558",13584828,0,0,0
"4559",13584832,1,0,1
"4560",13584836,1,0,1
"4561",13584840,1,1,1
"4562",13584860,1,0,1
"4563",13584912,1,0,1
"4564",13584916,1,1,1
"4565",13584918,1,0,1
"4566",13584938,1,0,1
"4567",13584948,1,0,1
"4568",13584962,1,0,1
"4569",13585002,1,0,1
"4570",13585008,1,0,1
"4571",13585036,1,0,1
"4572",13585044,1,0,1
"4573",13585058,1,0,1
"4574",13585076,1,0,1
"4575",13585082,1,0,1
"4576",13585092,1,0,1
"4577",13585114,1,0,1
"4578",13585120,1,0,1
"4579",13585124,1,0,1
"4580",13585140,1,0,1
"4581",13585154,1,0,1
"4582",13585158,1,0,1
"4583",13585208,1,0,1
"4584",13585220,1,0,1
"4585",13585250,1,0,1
"4586",13585262,0,0,1
"4587",13585266,1,0,1
"4588",13585280,1,0,0
"4589",13585284,1,0,0
"4590",13585302,1,0,1
"4591",13585344,1,0,1
"4592",13585354,1,0,1
"4593",13585414,1,0,1
"4594",13585416,1,0,1
"4595",13585436,1,0,1
"4596",13585454,1,0,1
"4597",13586188,1,0,1
"4598",13586198,1,0,1
"4599",13586224,1,0,1
"4600",13586228,1,0,1
"4601",13586230,1,0,1
"4602",13586248,1,0,1
"4603",13586256,1,0,0
"4604",13586302,1,0,1
"4605",13586322,1,0,1
"4606",13586328,1,0,1
"4607",13586332,1,0,0
"4608",13586362,1,0,1
"4609",13586368,1,0,1
"4610",13586372,1,0,1
"4611",13586386,1,0,1
"4612",13586388,1,0,1
"4613",13586392,1,0,1
"4614",13586394,1,0,1
"4615",13586402,1,0,0
"4616",13586406,0,0,0
"4617",13586408,0,0,0
"4618",13586426,1,0,1
"4619",13586430,1,0,1
"4620",13586444,0,0,0
"4621",13586446,0,0,0
"4622",13586452,0,0,0
"4623",13586458,0,0,0
"4624",13586460,0,0,0
"4625",13586464,0,0,0
"4626",13586466,1,0,1
"4627",13586472,1,0,1
"4628",13586508,1,0,1
"4629",13586514,1,0,1
"4630",13586516,1,0,1
"4631",13586522,1,0,1
"4632",13586552,1,0,1
"4633",13586556,1,0,1
"4634",13586560,1,0,1
"4635",13586576,1,0,0
"4636",13595571,1,0,0
"4637",13595581,1,0,0
"4638",13595583,1,0,0
"4639",13595585,1,0,0
"4640",13595589,0,0,0
"4641",13595595,1,0,0
"4642",13595597,1,0,0
"4643",13595601,0,0,0
"4644",13595607,1,0,0
"4645",13595611,1,0,0
"4646",13595623,1,0,0
"4647",13595645,1,0,0
"4648",13595647,1,0,0
"4649",13595669,1,0,0
"4650",13595681,0,0,0
"4651",13595715,0,0,0
"4652",13595753,0,0,0
"4653",13595759,1,0,0
"4654",13595761,0,0,0
"4655",13595827,1,0,0
"4656",13595837,1,0,0
"4657",13595839,1,0,0
"4658",13595853,0,0,0
"4659",13595859,0,0,0
"4660",13595869,1,0,0
"4661",13595873,1,0,0
"4662",13595875,1,0,0
"4663",13595877,0,0,0
"4664",13595885,0,0,0
"4665",13595915,0,0,0
"4666",13595931,0,0,0
"4667",13595933,1,0,0
"4668",13595937,1,0,0
"4669",13596095,1,0,0
"4670",13596105,1,0,0
"4671",13597283,0,0,0
"4672",13597289,1,0,0
"4673",13597295,0,0,0
"4674",13597303,0,0,0
"4675",13597311,0,0,0
"4676",13597321,1,0,0
"4677",13597365,1,0,0
"4678",13597387,1,0,0
"4679",13597399,1,0,0
"4680",13597409,1,0,0
"4681",13597419,1,0,0
"4682",13597431,1,0,0
"4683",13597437,1,0,0
"4684",13597443,1,0,1
"4685",13597445,1,0,1
"4686",13597451,1,1,1
"4687",13597455,1,0,0
"4688",13597471,1,0,0
"4689",13597473,1,0,1
"4690",13597475,0,0,0
"4691",13597489,0,0,0
"4692",13597499,1,0,1
"4693",13597505,1,0,1
"4694",13597513,1,0,0
"4695",13597515,1,0,0
"4696",13597519,1,0,1
"4697",13597561,1,1,1
"4698",13597565,1,0,1
"4699",13597567,1,1,1
"4700",13597643,1,1,1
"4701",13597651,1,0,1
"4702",13597663,1,0,1
"4703",13597745,1,1,1
"4704",13597771,1,0,1
"4705",13597811,1,0,1
"4706",13597821,0,0,1
"4707",13597823,1,0,1
"4708",13597843,1,0,1
"4709",13597849,1,0,1
"4710",13597851,1,1,1
"4711",13597857,1,0,1
"4712",13597877,1,1,1
"4713",13597901,1,0,1
"4714",13597959,0,0,0
"4715",13597965,1,1,1
"4716",13598003,1,1,1
"4717",13598021,1,0,1
"4718",13598025,1,0,1
"4719",13598037,1,1,1
"4720",13598039,1,1,1
"4721",13598109,1,0,0
"4722",13598123,1,0,0
"4723",13598129,1,0,1
"4724",13598131,1,0,1
"4725",13598133,1,0,1
"4726",13598137,1,0,1
"4727",13598143,1,1,1
"4728",13598253,1,0,1
"4729",13598637,1,0,1
"4730",13598639,1,0,1
"4731",13598645,1,0,1
"4732",13598659,1,1,1
"4733",13598669,1,0,0
"4734",13598699,1,0,1
"4735",13598709,1,1,1
"4736",13598727,1,0,1
"4737",13598737,1,0,1
"4738",13598741,1,1,1
"4739",13598753,1,0,1
"4740",13598759,1,0,1
"4741",13598769,1,1,1
"4742",13598771,1,0,0
"4743",13598775,1,1,1
"4744",13598777,1,0,1
"4745",13598779,1,0,1
"4746",13598783,1,1,1
"4747",13598789,1,1,1
"4748",13598923,1,0,0
"4749",13598927,1,1,1
"4750",13598935,1,0,0
"4751",13604672,0,0,0
"4752",13604692,0,0,0
"4753",13604700,0,0,0
"4754",13604720,0,0,0
"4755",13604734,0,0,0
"4756",13604758,0,0,0
"4757",13604766,0,0,0
"4758",13604770,0,0,0
"4759",13604774,1,0,0
"4760",13604806,1,0,0
"4761",13604826,1,0,0
"4762",13604852,0,0,0
"4763",13604860,1,0,1
"4764",13604874,0,0,0
"4765",13604882,0,0,0
"4766",13604884,1,0,1
"4767",13604888,0,0,0
"4768",13604892,1,0,0
"4769",13604894,0,0,0
"4770",13604902,0,0,0
"4771",13604916,1,0,1
"4772",13604928,0,0,0
"4773",13604932,0,0,0
"4774",13604934,0,0,0
"4775",13604936,0,0,0
"4776",13604942,0,0,0
"4777",13604952,0,0,0
"4778",13604958,0,0,1
"4779",13604960,0,0,0
"4780",13604968,0,0,0
"4781",13604974,0,0,1
"4782",13604976,0,0,0
"4783",13604982,0,0,0
"4784",13604990,0,0,0
"4785",13605040,1,0,1
"4786",13605086,0,0,0
"4787",13605088,0,0,1
"4788",13605090,1,0,1
"4789",13605102,0,0,1
"4790",13605104,0,0,1
"4791",13605122,0,0,1
"4792",13605124,1,0,1
"4793",13605128,0,0,1
"4794",13605130,1,0,1
"4795",13605142,1,0,0
"4796",13605158,0,0,1
"4797",13605214,1,0,1
"4798",13605220,0,0,1
"4799",13605284,1,0,1
"4800",13605336,1,0,1
"4801",13605352,1,0,1
"4802",13605406,1,0,1
"4803",13605412,1,0,1
"4804",13605626,1,1,1
"4805",13605672,1,0,0
"4806",13605714,1,0,0
"4807",13605718,1,0,0
"4808",13605736,1,0,0
"4809",13605744,0,0,0
"4810",13605770,1,1,0
"4811",13605812,1,1,1
"4812",13605840,1,0,1
"4813",13605858,1,1,1
"4814",13605890,1,1,1
"4815",13605920,1,1,0
"4816",13605948,0,0,0
"4817",13606006,0,0,0
"4818",13606020,1,0,1
"4819",13606022,0,0,1
"4820",13606024,1,0,1
"4821",13606042,1,0,1
"4822",13606138,1,1,0
"4823",13606144,1,1,0
"4824",13606150,1,1,0
"4825",13606156,1,0,0
"4826",13606160,1,0,0
"4827",13606172,1,1,0
"4828",13606176,1,1,0
"4829",13606180,1,0,0
"4830",13606184,1,0,0
"4831",13606204,1,1,0
"4832",13606208,0,0,0
"4833",13606210,1,0,0
"4834",13606212,1,0,0
"4835",13606216,1,0,0
"4836",13606222,1,1,0
"4837",13606226,1,0,0
"4838",13606228,1,1,0
"4839",13606234,1,1,0
"4840",13606254,1,1,0
"4841",13606256,1,0,0
"4842",13606262,1,1,0
"4843",13606270,1,1,0
"4844",13606274,1,1,0
"4845",13606278,1,1,0
"4846",13606576,1,1,0
"4847",13606600,1,0,0
"4848",13606694,1,0,0
"4849",13606696,1,0,0
"4850",13606700,1,0,0
"4851",13606702,1,0,0
"4852",13606706,1,0,0
"4853",13606714,1,0,0
"4854",13606720,1,0,0
"4855",13606724,0,0,0
"4856",13606728,1,0,0
"4857",13606848,1,0,0
"4858",13606858,1,1,0
"4859",13606860,1,0,1
"4860",13606862,1,1,0
"4861",13606868,1,1,0
"4862",13606872,1,0,0
"4863",13606876,1,0,0
"4864",13606880,1,1,0
"4865",13606886,1,1,0
"4866",13607560,0,0,0
"4867",13607824,1,0,0
"4868",13607866,1,0,0
"4869",13607884,0,0,0
"4870",13607924,1,0,0
"4871",13607958,1,0,0
"4872",13607988,1,0,0
"4873",13608000,1,0,0
"4874",13608044,1,0,0
"4875",13608050,1,0,0
"4876",13608080,1,0,0
"4877",13608086,0,0,0
"4878",13608094,0,0,0
"4879",13608104,1,0,0
"4880",13608118,1,0,0
"4881",13608164,1,0,0
"4882",13608180,1,0,0
"4883",13608186,0,0,0
"4884",13608200,1,0,0
"4885",13608254,0,0,0
"4886",13608272,1,0,1
"4887",13608278,1,0,0
"4888",13608290,1,0,0
"4889",13608296,1,0,0
"4890",13608452,0,0,0
"4891",13608496,1,0,0
"4892",13608504,1,0,0
"4893",13608532,1,0,0
"4894",13608558,1,1,0
"4895",13608568,1,1,1
"4896",13608570,1,1,0
"4897",13608606,1,0,0
"4898",13608610,1,1,0
"4899",13608616,1,0,0
"4900",13608630,1,1,0
"4901",13608632,1,0,0
"4902",13608638,1,1,0
"4903",13608642,1,1,0
"4904",13608644,0,0,0
"4905",13608646,1,1,0
"4906",13608652,1,1,0
"4907",13608656,1,1,0
"4908",13608658,1,0,0
"4909",13608666,1,0,0
"4910",13608676,1,0,0
"4911",13608682,1,0,0
"4912",13608684,1,1,0
"4913",13608688,1,1,0
"4914",13608692,1,0,0
"4915",13608696,1,0,0
"4916",13608704,1,0,0
"4917",13608732,1,1,0
"4918",13608736,1,0,0
"4919",13608784,0,0,0
"4920",13608810,1,1,0
"4921",13608820,1,0,0
"4922",13608822,1,1,0
"4923",13608824,1,0,0
"4924",13608826,1,1,0
"4925",13608828,1,0,0
"4926",13608830,0,0,0
"4927",13608834,1,0,0
"4928",13608848,0,0,0
"4929",13608854,0,0,0
"4930",13608858,1,0,0
"4931",13609062,0,0,0
"4932",13609064,1,0,0
"4933",13609066,0,0,0
"4934",13609070,1,1,0
"4935",13611854,1,0,0
"4936",13617235,1,0,1
"4937",13617245,1,0,1
"4938",13617247,1,0,1
"4939",13617255,1,0,1
"4940",13617263,1,0,1
"4941",13617265,1,0,1
"4942",13617269,1,0,1
"4943",13617287,1,0,1
"4944",13617313,1,0,1
"4945",13617319,1,0,1
"4946",13617339,1,0,1
"4947",13617367,1,0,1
"4948",13617393,1,0,1
"4949",13617411,1,1,1
"4950",13617427,1,0,1
"4951",13617587,1,0,1
"4952",13617593,1,0,1
"4953",13617627,1,0,1
"4954",13617631,1,1,1
"4955",13617633,1,0,1
"4956",13617635,1,0,1
"4957",13617641,1,1,1
"4958",13617645,1,1,1
"4959",13617647,1,0,1
"4960",13617649,1,1,1
"4961",13617879,0,0,0
"4962",13617891,1,0,1
"4963",13617895,1,0,1
"4964",13617899,1,0,1
"4965",13617901,1,0,1
"4966",13617903,1,0,1
"4967",13617905,1,0,1
"4968",13617913,0,0,0
"4969",13617921,0,0,0
"4970",13617923,0,0,0
"4971",13618003,1,0,1
"4972",13618005,1,0,1
"4973",13618007,1,0,1
"4974",13618013,0,0,0
"4975",13618023,1,0,1
"4976",13618295,1,1,1
"4977",13618363,1,0,0
"4978",13618365,1,0,1
"4979",13618371,1,0,0
"4980",13618419,1,1,1
"4981",13618661,1,1,1
"4982",13618701,1,0,0
"4983",13618705,1,0,0
"4984",13618709,1,0,0
"4985",13618713,1,0,0
"4986",13618749,0,0,0
"4987",13618773,0,0,0
"4988",13618775,0,0,0
"4989",13618807,1,1,1
"4990",13618829,1,0,0
"4991",13618841,1,0,1
"4992",13618847,0,0,0
"4993",13618851,0,0,0
"4994",13618855,0,0,0
"4995",13618861,1,0,0
"4996",13618863,1,0,0
"4997",13618865,1,1,1
"4998",13618869,0,0,0
"4999",13618879,1,0,0
"5000",13618881,1,1,1
"5001",13618883,1,1,1
"5002",13618885,1,0,0
"5003",13618887,0,0,0
"5004",13618889,0,0,1
"5005",13618891,1,0,0
"5006",13618893,0,0,0
"5007",13618897,0,0,0
"5008",13618901,1,1,1
"5009",13618903,1,0,0
"5010",13618905,1,0,0
"5011",13618909,1,0,0
"5012",13618911,1,0,1
"5013",13618919,1,0,0
"5014",13618969,1,0,1
"5015",13618993,1,0,0
"5016",13619029,1,0,0
"5017",13619051,1,0,1
"5018",13619341,1,0,1
"5019",13619343,1,1,1
"5020",13619363,0,0,0
"5021",13619367,1,1,1
"5022",13619377,1,0,0
"5023",13619445,0,0,0
"5024",13619449,0,0,0
"5025",13770022,1,0,0
"5026",13770028,1,1,0
"5027",13770038,1,0,0
"5028",13770054,1,1,0
"5029",13770062,1,0,0
"5030",13770104,1,1,1
"5031",13770110,0,0,0
"5032",13770144,1,1,0
"5033",13770158,1,1,0
"5034",13770170,1,0,0
"5035",13770180,0,0,0
"5036",13770182,1,1,0
"5037",13770218,1,0,0
"5038",13770228,1,0,0
"5039",13770238,1,1,0
