"","COMID","A_ligamentina","A_confragosus","E_triquetra"
"2049",10335732,1,0,1
"2050",10335734,1,0,0
"2051",10335762,1,0,1
"2052",10335766,1,0,0
"2053",10335768,1,0,0
"2054",10335772,1,0,1
"2055",10335776,0,0,0
"2056",10335794,1,0,0
"2057",10335796,1,0,1
"2058",10335802,1,0,0
"2059",10335808,1,0,0
"2060",10335810,1,0,1
"2061",10335824,0,0,0
"2062",10335826,0,0,0
"2063",10335832,0,0,0
"2064",10335834,1,0,1
"2065",10335836,0,0,0
"2066",10335838,1,1,1
"2067",10335840,0,0,0
"2068",10335856,0,0,0
"2069",10335864,1,0,1
"2070",10335866,1,0,1
"2071",10335918,1,0,1
"2072",10335924,1,0,1
"2073",10335928,1,0,0
"2074",10335964,1,0,1
"2075",10335974,1,0,1
"2076",10335980,1,0,1
"2077",10336000,1,0,1
"2078",10336058,1,0,0
"2079",10336066,1,1,1
"2080",10336072,0,0,0
"2081",10336076,1,0,1
"2082",10336096,1,1,1
"2083",10336098,1,0,0
"2084",10336102,1,0,1
"2085",10336106,1,0,0
"2086",10336112,1,0,1
"2087",10336122,1,0,0
"2088",10336134,1,0,0
"2089",10336140,0,0,0
"2090",10336144,0,0,0
"2091",10336152,1,1,1
"2092",10336154,1,0,0
"2093",10336158,1,0,1
"2094",10336160,0,0,0
"2095",10336162,0,0,0
"2096",10336172,1,0,1
"2097",10336180,1,0,1
"2098",10336192,1,0,1
"2099",10336196,1,0,0
"2100",10336198,1,0,1
"2101",10336204,1,0,0
"2102",10336218,1,0,0
"2103",10336222,1,0,1
"2104",10336296,0,0,0
"2105",10336306,1,0,1
"2106",10336332,0,0,0
"2107",10336334,1,0,1
"2108",10336342,1,0,1
"2109",10336346,1,0,0
"2110",10336348,0,0,0
"2111",10336374,1,0,1
"2112",10336380,1,0,0
"2113",10336398,0,0,0
"2114",10336400,1,0,1
"2115",10336450,0,0,0
"2116",10336452,1,0,0
"2117",10336454,1,0,0
"2118",10336456,1,0,1
"2119",10336458,1,0,1
"2120",10336470,1,0,0
"2121",10336474,1,1,1
"2122",10336506,0,0,0
"2123",10337430,1,0,0
"2124",10337440,1,1,0
"2125",10337448,1,1,0
"2126",10337770,1,1,0
"2127",10337776,0,0,0
"2128",10337804,1,0,0
"2129",10337814,1,0,0
"2130",10337822,1,0,0
"2131",10337826,1,0,0
"2132",10337842,1,0,0
"2133",10337844,1,0,1
"2134",10337850,1,0,0
"2135",10337864,1,1,1
"2136",10337866,1,0,0
"2137",10337872,1,0,1
"2138",10337874,1,0,0
"2139",10337876,1,0,0
"2140",10337880,1,0,1
"2141",10337888,1,1,1
"2142",10337890,1,0,0
"2143",10337900,1,0,0
"2144",10337902,1,0,0
"2145",10337924,1,0,0
"2146",10337930,1,0,1
"2147",10337942,1,0,1
"2148",10337946,1,0,1
"2149",10337956,1,0,1
"2150",10338020,1,1,1
"2151",10338030,1,0,0
"2152",10338074,1,0,1
"2153",10338084,1,0,1
"2154",10338086,1,0,0
"2155",10338118,1,0,1
"2156",10338136,1,0,1
"2157",10338150,0,0,0
"2158",10338168,0,0,0
"2159",10338170,0,0,0
"2160",10338188,1,0,0
"2161",10338194,1,0,1
"2162",10338208,1,0,1
"2163",10338238,1,0,1
"2164",10338246,1,0,1
"2165",10338268,1,0,1
"2166",10338284,1,0,1
"2167",10338292,1,1,1
"2168",10338336,1,0,0
"2169",10338344,1,1,1
"2170",10338348,0,0,0
"2171",10338352,0,0,0
"2172",10338376,0,0,0
"2173",10338382,1,1,0
"2174",10338398,1,1,0
"2175",10338406,1,0,1
"2176",10338426,1,0,0
"2177",10338434,1,0,0
"2178",10338436,0,0,0
"2179",10338440,0,0,0
"2180",10338562,1,1,0
"2181",10338570,1,0,0
"2182",10338574,1,0,0
"2183",10338584,1,0,0
"2184",10338586,1,0,0
"2185",10338588,1,0,0
"2186",10338592,1,0,0
"2187",10338606,1,0,0
"2188",10338616,1,0,0
"2189",10338652,1,1,1
"2190",10338664,1,0,0
"2191",10338672,1,0,0
"2192",10338692,1,1,0
"2193",10338696,1,0,0
"2194",10338698,0,0,0
"2195",10338700,1,0,0
"2196",10338706,1,0,0
"2197",10338724,1,0,0
"2198",10338738,1,1,0
"2199",10338786,1,0,1
"2200",10338794,1,0,1
"2201",10338836,1,0,1
"2202",10338840,1,1,0
"2203",10338844,1,0,1
"2204",10338848,1,0,1
"2205",10338868,1,1,1
"2206",10338874,1,1,1
"2207",10338900,0,0,0
"2208",10338918,0,0,0
"2209",10338944,1,0,1
"2210",10339194,1,1,0
"2211",10339222,1,1,0
"2212",10339230,1,1,0
"2213",10339236,1,0,0
"2214",10339278,0,0,0
"2215",10339280,1,1,1
"2216",10339284,1,1,1
"2217",10339286,0,0,0
"2218",10339302,1,0,0
"2219",10339328,1,0,1
"2220",10339356,1,0,0
"2221",10339392,1,1,1
"2222",10339414,1,1,1
"2223",10339418,1,0,0
"2224",10339432,1,0,1
"2225",10339468,1,1,1
"2226",10339470,1,0,0
"2227",10339482,1,0,0
"2228",10339498,1,0,1
"2229",10339524,0,0,0
"2230",10339938,1,0,0
"2231",10339944,1,0,0
"2232",10339948,1,0,0
"2233",10339952,1,0,0
"2234",10339960,1,0,0
"2235",10339962,1,0,0
"2236",10339964,1,0,0
"2237",10339966,1,1,0
"2238",10339968,1,0,0
"2239",10339970,1,0,0
"2240",10339972,1,0,0
"2241",10339978,1,0,0
"2242",10339984,1,0,0
"2243",10339990,1,0,0
"2244",10339992,1,0,0
"2245",10339994,1,0,0
"2246",10340026,1,0,0
"2247",10340028,1,1,0
"2248",10340030,1,0,0
"2249",10340044,1,0,0
"2250",10340048,1,0,0
"2251",10340052,1,0,0
"2252",10340058,0,0,0
"2253",10340064,0,0,0
"2254",10340068,1,0,0
"2255",10340072,1,0,1
"2256",10340080,1,0,0
"2257",10340086,1,0,0
"2258",10340138,0,0,0
"2259",10340140,0,0,0
"2260",10340142,0,0,0
"2261",10340152,0,0,0
"2262",10340226,1,0,0
"2263",10340228,1,1,0
"2264",10340232,1,0,0
"2265",10340234,1,0,0
"2266",10340236,1,0,0
"2267",10340238,1,0,0
"2268",10340254,1,0,0
"2269",10340258,1,0,0
"2270",10340262,0,0,0
"2271",10340264,0,0,0
"2272",10340266,0,0,0
"2273",10340270,1,0,0
"2274",10380077,0,0,0
"2275",10380089,0,1,0
"2276",10380151,1,0,0
"2277",10380153,1,1,0
"2278",10380157,1,0,0
"2279",10380183,1,1,0
"2280",10381399,0,0,0
"2281",10381401,0,1,0
"2282",10381403,0,0,0
"2283",10381405,0,0,0
"2284",10381421,0,1,0
"2285",10381423,0,0,0
"2286",10381425,0,0,0
"2287",10381441,0,1,0
"2288",10381443,0,1,0
"2289",10381449,0,0,0
"2290",10381451,0,0,0
"2291",10381457,0,0,0
"2292",10381487,0,1,0
"2293",10381499,0,1,0
"2294",10381545,0,1,0
"2295",10381571,1,1,0
"2296",10381601,1,1,0
"2297",10381619,1,1,0
"2298",10381637,1,1,0
"2299",10381683,1,1,0
"2300",10381785,1,0,0
"2301",10381967,0,1,0
"2302",10381971,0,1,0
"2303",10382041,1,1,0
"2304",10382045,1,1,0
"2305",10382079,1,0,0
"2306",10382087,0,1,0
"2307",10382097,1,1,0
"2308",10382099,1,1,0
"2309",10382103,1,1,0
"2310",10382107,1,0,0
"2311",10382109,1,1,0
"2312",10382111,1,0,0
"2313",10382119,1,0,0
"2314",10382141,1,0,0
"2315",10383041,1,1,0
"2316",10383145,1,0,0
"2317",10383155,1,1,0
"2318",10384377,1,1,0
"2319",10384383,1,1,0
"2320",10384387,1,0,0
"2321",10384395,1,0,0
"2322",10384399,1,0,0
"2323",10384403,1,1,0
"2324",10384405,1,1,0
"2325",10421858,0,0,0
"2326",10421882,0,0,0
"2327",10421912,0,0,0
"2328",10421916,0,0,0
"2329",10421934,0,1,0
"2330",10421944,0,0,0
"2331",10421964,0,1,0
"2332",10421970,0,0,0
"2333",10421972,0,1,0
"2334",10421976,0,0,0
"2335",10421988,0,1,0
"2336",10422002,0,1,0
"2337",10422004,0,0,0
"2338",10422124,0,1,0
"2339",10422132,0,0,0
"2340",10422136,0,0,0
"2341",10422160,0,1,0
"2342",10422162,0,0,0
"2343",10422178,0,0,0
"2344",10422180,0,0,0
"2345",10422194,0,0,0
"2346",10422196,0,0,0
"2347",10422202,0,0,0
"2348",10422208,0,0,0
"2349",10422218,0,0,0
"2350",10422220,0,0,0
"2351",10422228,0,1,0
"2352",10422246,0,0,0
"2353",10422292,0,1,0
"2354",10422316,0,1,0
"2355",10422354,0,1,0
"2356",10422434,0,0,0
"2357",10422442,0,0,0
"2358",10422444,0,1,0
"2359",10422446,0,1,0
"2360",10423104,0,1,0
"2361",10423114,0,1,0
"2362",10423126,0,1,0
"2363",10423128,0,1,0
"2364",10423140,0,1,0
"2365",10423180,0,1,0
"2366",10423210,0,1,0
"2367",10423236,0,1,0
"2368",10423252,0,1,0
"2369",10423288,0,1,0
"2370",10423308,0,1,0
"2371",10423326,0,1,0
"2372",10423374,0,1,0
"2373",10423382,0,1,0
"2374",10423438,0,1,0
"2375",10423452,0,0,0
"2376",10423456,0,0,0
"2377",10423458,0,0,0
"2378",10423490,0,1,0
"2379",10423494,0,1,0
"2380",10423510,0,1,0
"2381",10423520,0,1,0
"2382",10423534,0,1,0
"2383",10423588,0,1,0
"2384",10423624,0,1,0
"2385",10423636,0,0,0
"2386",10423656,0,1,0
"2387",10423664,0,1,0
"2388",10423702,0,1,0
"2389",10423714,0,1,0
"2390",10423744,0,1,0
"2391",10423776,0,1,0
"2392",10423828,0,1,0
"2393",10423860,1,1,0
"2394",10423868,0,1,0
"2395",10423900,0,1,0
"2396",10423906,0,1,0
"2397",10423910,0,0,0
"2398",10423914,0,1,0
"2399",10423922,0,0,0
"2400",10423926,0,0,0
"2401",10423930,0,1,0
"2402",10423932,0,0,0
"2403",10423938,0,0,0
"2404",10423942,0,0,0
"2405",10423964,0,1,0
"2406",10423966,0,0,0
"2407",10423978,0,0,0
"2408",10423986,0,1,0
"2409",10423994,0,1,0
"2410",10423996,0,0,0
"2411",10424006,0,1,0
"2412",10424008,0,1,0
"2413",10424016,0,1,0
"2414",10424030,0,1,0
"2415",10424046,1,1,0
"2416",10424054,0,1,0
"2417",10424056,0,0,0
"2418",10424074,0,1,0
"2419",10424080,0,1,0
"2420",10424084,0,1,0
"2421",10424088,0,1,0
"2422",10424092,0,1,0
"2423",10424094,0,0,0
"2424",10424096,0,1,0
"2425",10424104,0,0,0
"2426",10424108,0,1,0
"2427",10424112,0,0,0
"2428",10424118,0,1,0
"2429",10424122,0,0,0
"2430",10424178,0,0,0
"2431",10424190,0,1,0
"2432",10424204,0,0,0
"2433",10424258,0,0,0
"2434",10424270,0,1,0
"2435",10424314,0,1,0
"2436",10424340,0,1,0
"2437",10424360,0,0,0
"2438",10424398,0,1,0
"2439",10424414,0,1,0
"2440",10424422,0,1,0
"2441",10424426,0,0,0
"2442",10424440,0,0,0
"2443",10424442,0,1,0
"2444",10424444,0,0,0
"2445",10424448,0,0,0
"2446",10424450,0,0,0
"2447",10424472,1,1,0
"2448",10424482,0,1,0
"2449",10424492,0,0,0
"2450",10424494,0,0,0
"2451",10424496,0,1,0
"2452",10424514,1,1,0
"2453",10424550,0,1,0
"2454",10424552,0,1,0
"2455",10424578,0,0,0
"2456",10424606,0,0,0
"2457",10424628,0,0,0
"2458",10424654,0,0,0
"2459",10424674,0,1,0
"2460",10424682,0,0,0
"2461",10424692,0,0,0
"2462",10424870,0,1,0
"2463",10424916,0,1,0
"2464",10424926,0,1,0
"2465",10424946,1,1,0
"2466",10424960,0,1,0
"2467",10424966,0,1,0
"2468",10424990,0,0,0
"2469",10425004,0,1,0
"2470",10425010,0,1,0
"2471",10425012,0,0,0
"2472",10425014,0,0,0
"2473",10425026,0,0,0
"2474",10431752,0,0,0
"2475",10431782,1,0,0
"2476",10431790,1,0,0
"2477",10431796,0,0,0
"2478",10431810,1,0,0
"2479",10431818,1,0,0
"2480",10431824,0,0,0
"2481",10431828,0,0,0
"2482",10431870,1,0,0
"2483",10431880,0,0,0
"2484",10431916,1,0,0
"2485",10431932,1,0,0
"2486",10431958,1,0,0
"2487",10431972,0,0,0
"2488",10431988,1,0,0
"2489",10432010,1,0,0
"2490",10432048,1,0,0
"2491",10432050,0,0,0
"2492",10432086,0,0,0
"2493",10432092,0,0,0
"2494",10432124,0,0,0
"2495",10432162,0,0,0
"2496",10432168,0,0,0
"2497",10432208,0,0,0
"2498",10432242,0,0,0
"2499",10432254,0,0,0
"2500",10432292,0,0,0
"2501",10432302,0,0,0
"2502",10432366,1,0,1
"2503",10432370,1,0,1
"2504",10432378,1,0,0
"2505",10432986,0,0,0
"2506",10433032,0,0,0
"2507",10433062,0,1,0
"2508",10433082,1,1,0
"2509",10433086,0,0,0
"2510",10433098,0,0,0
"2511",10433118,0,1,0
"2512",10433120,1,1,0
"2513",10433150,1,1,0
"2514",10433178,0,1,0
"2515",10433212,1,1,0
"2516",10433218,0,0,0
"2517",10433220,0,0,0
"2518",10433230,0,1,0
"2519",10433246,0,0,0
"2520",10433284,1,1,0
"2521",10433310,1,1,0
"2522",10433314,0,1,0
"2523",10433356,1,1,0
"2524",10433514,1,1,0
"2525",10433516,0,0,0
"2526",10433550,0,1,0
"2527",10433556,0,0,0
"2528",10433694,1,1,0
"2529",10433746,1,1,0
"2530",10433756,0,0,0
"2531",10433858,1,1,0
"2532",10433900,0,1,0
"2533",10433902,0,1,0
"2534",10433958,0,1,0
"2535",10434010,0,1,0
"2536",10434012,1,1,0
"2537",10434020,0,1,0
"2538",10434042,0,1,0
"2539",10434052,0,1,0
"2540",10434054,0,0,0
"2541",10434062,0,0,0
"2542",10434074,0,0,0
"2543",10434086,0,1,0
"2544",10434094,0,1,0
"2545",10434104,0,0,0
"2546",10434150,1,1,0
"2547",10434166,1,1,0
"2548",10434174,0,0,0
"2549",10434176,0,1,0
"2550",10434198,0,1,0
"2551",10434214,0,1,0
"2552",10434230,1,1,0
"2553",10434256,1,1,0
"2554",10434266,1,1,0
"2555",10434282,0,1,0
"2556",10434304,0,1,0
"2557",10434322,1,1,0
"2558",10434354,1,1,0
"2559",10434382,1,1,0
"2560",10434440,1,1,0
"2561",10434498,0,1,0
"2562",10434518,0,1,0
"2563",10434542,0,1,0
"2564",10434558,1,1,0
"2565",10434568,1,1,0
"2566",10434572,0,0,0
"2567",10434578,0,0,0
"2568",10434580,1,1,0
"2569",10434584,0,1,0
"2570",10434594,0,1,0
"2571",10434596,0,1,0
"2572",10434608,1,1,0
"2573",10434624,0,0,0
"2574",10434646,0,1,0
"2575",10434652,1,1,0
"2576",10434666,0,1,0
"2577",10434686,0,0,0
"2578",10434692,1,1,0
"2579",10434702,0,0,0
"2580",10434708,1,1,0
"2581",10434710,0,1,0
"2582",10434720,1,1,0
"2583",10434724,0,0,0
"2584",10434748,0,1,0
"2585",10434752,0,1,0
"2586",10434768,0,0,0
"2587",10434776,0,1,0
"2588",10434780,0,1,0
"2589",10434782,0,0,0
"2590",10434790,0,0,0
"2591",10434792,0,1,0
"2592",10434794,0,1,0
"2593",10434802,0,1,0
"2594",10434812,0,1,0
"2595",10434822,0,1,0
"2596",10434842,1,1,0
"2597",10434846,0,0,0
"2598",10434866,0,1,0
"2599",10434874,0,1,0
"2600",10434878,0,0,0
"2601",10434892,0,0,0
"2602",10434910,0,1,0
"2603",10434916,0,0,0
"2604",10434920,1,1,0
"2605",10434944,0,1,0
"2606",10434952,0,1,0
"2607",10434964,0,1,0
"2608",10434976,0,1,0
"2609",10435018,1,1,0
"2610",10435034,0,0,0
"2611",10435038,1,1,0
"2612",10435040,0,1,0
"2613",10435044,0,1,0
"2614",10435054,0,1,0
"2615",10435072,0,0,0
"2616",10435082,0,0,0
"2617",10435090,0,1,0
"2618",10435094,0,0,0
"2619",10435096,0,1,0
"2620",10435102,1,1,0
"2621",10435110,0,0,0
"2622",10435124,0,1,0
"2623",10435138,0,1,0
"2624",10435148,1,1,0
"2625",10435150,0,0,0
"2626",10435154,0,0,0
"2627",10435156,1,0,0
"2628",10435164,0,0,0
"2629",10435208,0,1,0
"2630",10435226,1,1,0
"2631",10435306,1,1,0
"2632",10435330,1,1,0
"2633",10435336,0,0,0
"2634",10435352,1,1,0
"2635",10435390,0,1,0
"2636",10435426,1,1,0
"2637",10435450,1,1,0
"2638",10435452,1,1,0
"2639",10435556,0,1,0
"2640",10435560,0,0,0
"2641",10435974,0,0,0
"2642",10435994,1,1,0
"2643",10436000,0,0,0
"2644",10436028,1,1,0
"2645",10436032,0,1,0
"2646",10436074,0,1,0
"2647",10436076,0,0,0
"2648",10436102,1,1,0
"2649",10436104,0,1,0
"2650",10436148,1,1,0
"2651",10436174,0,1,0
"2652",10436176,0,1,0
"2653",10436184,1,1,0
"2654",10436188,0,0,0
"2655",10436192,0,1,0
"2656",10436196,1,1,0
"2657",10436216,0,0,0
"2658",10436228,1,1,0
"2659",10436248,0,0,0
"2660",10436256,0,0,0
"2661",10436258,0,1,0
"2662",10436282,1,1,0
"2663",10436294,0,1,0
"2664",10436328,1,1,0
"2665",10436334,1,1,0
"2666",10436348,0,1,0
"2667",10436350,0,1,0
"2668",10436364,1,1,0
"2669",10436384,1,1,0
"2670",10436398,1,1,0
"2671",10436446,1,1,0
"2672",10436466,1,1,0
"2673",10436484,1,1,0
"2674",10436508,1,1,0
"2675",10436534,0,0,0
"2676",10436544,0,0,0
"2677",10436548,1,1,0
"2678",10436552,0,0,0
"2679",10436560,0,0,0
"2680",10436562,0,0,0
"2681",10436564,0,0,0
"2682",10436566,1,0,0
"2683",10436568,1,1,0
"2684",10436570,1,1,0
"2685",10436572,0,1,0
"2686",10436588,1,1,0
"2687",10436594,1,1,0
"2688",10436612,1,1,0
"2689",10436616,1,1,0
"2690",10436622,1,1,0
"2691",10436634,0,0,0
"2692",10436638,1,1,0
"2693",10436652,1,1,0
"2694",10436664,1,1,0
"2695",10436672,1,1,0
"2696",10436678,1,1,0
"2697",10436690,1,1,0
"2698",10436692,1,1,0
"2699",10436696,1,1,0
"2700",10437016,0,1,0
"2701",10437028,0,1,0
"2702",10437066,0,0,0
"2703",10437072,1,1,0
"2704",10437074,1,1,0
"2705",10437140,1,0,0
"2706",10437144,1,1,0
"2707",10437148,1,1,0
"2708",10437152,1,1,0
"2709",10437156,1,1,0
"2710",10437162,1,0,0
"2711",10437164,1,1,0
"2712",10437168,0,0,0
"2713",10437178,1,1,0
"2714",10437186,1,0,0
"2715",10437194,1,1,0
"2716",10437196,0,1,0
"2717",10437200,1,0,0
"2718",10437214,1,1,0
"2719",10437216,1,1,0
"2720",10437220,0,1,0
"2721",10437226,1,1,0
"2722",10437228,1,1,0
"2723",10437274,0,1,0
"2724",10437278,1,1,0
"2725",10437280,1,0,0
"2726",10437282,1,0,0
"2727",10437284,0,0,0
"2728",10437286,0,0,0
"2729",10437288,1,1,0
"2730",10437292,1,1,0
"2731",10437294,1,1,0
"2732",10437298,1,0,0
"2733",10438112,0,1,0
"2734",10438160,0,0,0
"2735",10438162,1,1,0
"2736",10438164,1,1,0
"2737",10438168,1,1,0
"2738",10438174,1,1,0
"2739",10438176,1,1,0
"2740",10438182,0,0,0
"2741",10438184,0,0,0
"2742",10438188,0,1,0
"2743",10438192,1,1,0
"2744",10438216,1,1,0
"2745",10438220,1,1,0
"2746",10438230,1,1,0
"2747",10442556,1,0,0
"2748",10602934,1,0,0
"2749",10602956,1,0,0
"2750",10602966,1,0,0
"2751",10602974,1,0,0
"2752",10602976,1,0,0
"2753",10602980,1,0,1
"2754",10602986,1,0,0
"2755",10602992,1,0,0
"2756",10603012,1,0,0
"2757",10603018,0,0,0
"2758",10603030,1,0,0
"2759",10603036,1,0,1
"2760",10603094,1,0,0
"2761",10603100,1,0,0
"2762",10603116,1,0,0
"2763",10603120,1,0,1
"2764",10603510,1,0,0
"2765",10603520,0,0,0
"2766",10603548,0,0,0
"2767",10603586,0,0,0
"2768",10603674,1,0,0
"2769",10603676,1,0,0
"2770",10603678,1,0,0
"2771",10603682,1,0,0
"2772",10603688,1,0,1
"2773",10603690,1,0,1
"2774",10603694,1,0,1
"2775",10603698,1,0,1
"2776",10603702,1,0,1
"2777",10603706,1,0,1
"2778",10603710,1,1,0
"2779",10603716,1,0,0
"2780",10603718,1,0,0
"2781",10603722,1,0,0
"2782",10603724,1,0,0
"2783",10603728,1,1,0
"2784",10603732,1,0,0
"2785",10603734,1,0,0
"2786",10603738,1,0,0
"2787",10603742,1,0,0
"2788",10603752,1,0,0
"2789",10603754,1,0,0
"2790",10603756,1,0,0
"2791",10603758,1,0,0
"2792",10603760,1,1,0
"2793",10603762,1,0,0
"2794",10603766,1,0,0
"2795",10603774,1,0,0
"2796",10603776,1,0,0
"2797",10603780,1,0,0
"2798",10603782,1,0,0
"2799",10603784,1,0,0
"2800",10603786,1,0,0
"2801",10603788,1,0,0
"2802",10603790,1,0,1
"2803",10603792,1,0,1
"2804",10603798,1,0,0
"2805",10603800,1,0,1
"2806",10603804,1,0,1
"2807",10603808,1,0,1
"2808",10603812,1,0,0
"2809",10603822,1,0,1
"2810",10603824,1,0,1
"2811",10603826,0,0,0
"2812",10603828,1,0,1
"2813",10603832,1,0,0
"2814",10603834,1,0,1
"2815",10603836,1,0,1
"2816",10603838,1,0,1
"2817",10603840,1,0,1
"2818",10603844,1,0,1
"2819",10603848,1,0,1
"2820",10603852,1,0,1
"2821",10603854,1,0,1
"2822",10603858,1,0,1
"2823",10603868,1,0,0
"2824",10603870,1,0,1
"2825",10603874,1,0,1
"2826",10603880,1,0,1
"2827",10603882,1,0,0
"2828",10603886,1,0,0
"2829",10603888,1,1,0
"2830",10603892,1,0,0
"2831",10603894,1,0,0
"2832",10603896,1,0,0
"2833",10605050,0,0,0
"2834",10605108,1,0,1
"2835",10605152,1,0,0
"2836",10605156,1,0,0
"2837",10605180,1,0,0
"2838",10605278,1,0,0
"2839",10605280,1,0,1
"2840",10605338,1,0,0
"2841",10605340,1,0,1
"2842",10605350,1,0,0
"2843",10605354,1,0,1
"2844",10605364,0,0,0
"2845",10605366,0,0,0
"2846",10605376,1,0,1
"2847",10605382,1,0,0
"2848",10605390,1,0,1
"2849",10605424,1,0,1
"2850",10605430,1,0,1
"2851",10605446,0,0,0
"2852",10605456,0,0,0
"2853",10605498,0,0,0
"2854",10605500,0,0,0
"2855",10605508,1,0,1
"2856",10605516,1,0,0
"2857",10605528,0,0,0
"2858",10605536,1,0,0
"2859",10605566,0,0,0
"2860",10605568,0,0,0
"2861",10605576,0,0,0
"2862",10605580,0,0,0
"2863",10605602,0,0,0
"2864",10605610,0,0,0
"2865",10605630,0,0,0
"2866",10605632,0,0,0
"2867",10605634,0,0,0
"2868",10605644,0,0,0
"2869",10605646,0,0,0
"2870",10605656,1,0,1
"2871",10605658,1,0,0
"2872",10605660,1,0,0
"2873",10605664,0,0,0
"2874",10605686,1,0,0
"2875",10605694,0,0,0
"2876",10605724,1,0,0
"2877",10605728,0,0,0
"2878",10605736,1,0,1
"2879",10605766,1,0,0
"2880",10605778,1,0,0
"2881",10605786,0,0,0
"2882",10605790,0,0,0
"2883",10605794,0,0,0
"2884",10605848,0,0,0
"2885",10605914,1,0,0
"2886",10605920,1,0,1
"2887",10605930,1,0,0
"2888",10605940,1,0,0
"2889",10605972,0,0,0
"2890",10605992,1,0,1
"2891",10605996,0,0,0
"2892",10606012,1,0,0
"2893",10606016,1,0,0
"2894",10606024,0,0,0
"2895",10606044,1,0,0
"2896",10606050,0,0,0
"2897",10606064,1,0,1
"2898",10606066,0,0,0
"2899",10606086,0,0,0
"2900",10606094,0,0,0
"2901",10606096,1,0,0
"2902",10606106,1,0,0
"2903",10606132,0,0,0
"2904",10606138,0,0,0
"2905",10606142,0,0,0
"2906",10606156,0,0,0
"2907",10606164,0,0,0
"2908",10606166,0,0,0
"2909",10606184,0,0,0
"2910",10606200,0,0,0
"2911",10606220,0,0,0
"2912",10606252,1,0,0
"2913",10606260,0,0,0
"2914",10606276,0,0,0
"2915",10606364,0,0,0
"2916",10606374,0,0,0
"2917",10606402,1,0,0
"2918",10606408,0,0,0
"2919",10606486,0,0,0
"2920",10606502,1,0,0
"2921",10606508,1,0,0
"2922",10606524,0,0,1
"2923",10606594,0,0,1
"2924",10606616,1,0,0
"2925",10606672,1,0,1
"2926",10606764,1,0,1
"2927",10606780,1,0,0
"2928",10606802,1,0,0
"2929",10606808,1,0,0
"2930",10606826,0,0,0
"2931",10606858,0,0,1
"2932",10606868,0,0,0
"2933",10606934,1,0,0
"2934",10606940,0,0,0
"2935",10606950,1,0,0
"2936",10606982,1,0,0
"2937",10606988,1,0,0
"2938",10606996,1,0,0
"2939",10606998,1,0,0
"2940",10607006,1,0,0
"2941",10607230,1,0,1
"2942",10607246,1,0,0
"2943",10607258,1,0,0
"2944",10607354,1,0,1
"2945",10607396,1,0,1
"2946",10607410,0,0,0
"2947",10607412,1,0,0
"2948",10607474,1,0,0
"2949",10607478,1,0,0
"2950",10607480,1,0,0
"2951",10607484,1,0,0
"2952",10607486,1,0,0
"2953",10607492,1,0,0
"2954",10607500,1,0,0
"2955",10607502,1,0,0
"2956",10607504,1,0,0
"2957",10607506,1,0,0
"2958",10607510,1,0,0
"2959",10607514,1,0,0
"2960",10607518,1,0,0
"2961",10607520,0,0,0
"2962",10607522,1,0,0
"2963",10607524,1,0,0
"2964",10607536,1,0,0
"2965",10607538,1,0,0
"2966",10607542,1,0,0
"2967",10607544,1,0,0
"2968",10607548,1,0,1
"2969",10607552,1,0,1
"2970",10607554,1,0,0
"2971",10607556,1,0,0
"2972",10607562,1,0,1
"2973",10607566,1,0,1
"2974",10607568,1,1,0
"2975",10607578,1,0,1
"2976",10607582,1,0,0
"2977",10607586,1,0,0
"2978",10607600,1,0,1
"2979",10607604,1,0,1
"2980",10607608,1,0,0
"2981",10607612,1,0,1
"2982",10607620,1,0,0
"2983",10607626,1,0,0
"2984",10607630,1,0,0
"2985",10607636,1,0,0
"2986",10607638,1,0,0
"2987",10607640,1,0,0
"2988",10607644,1,0,0
"2989",10607652,1,0,0
"2990",10607654,1,0,0
"2991",10607660,1,0,0
"2992",10607668,1,0,0
"2993",10607674,1,1,0
"2994",10607676,1,0,0
"2995",10607678,1,1,1
"2996",10607680,1,0,1
"2997",10607692,1,0,0
"2998",10607698,1,0,0
"2999",10607712,1,0,0
"3000",10607718,1,0,0
"3001",10607724,1,1,1
"3002",10607726,1,0,0
"3003",10607738,1,0,1
"3004",10607740,1,0,0
"3005",10607742,1,0,1
"3006",10607748,1,0,1
"3007",10607756,1,0,0
"3008",10607762,1,0,0
"3009",10607770,1,0,1
"3010",10607772,1,0,1
"3011",10607778,1,0,1
"3012",10607780,1,0,1
"3013",10607782,1,0,1
"3014",10607784,1,0,1
"3015",10607794,1,0,1
"3016",10607798,1,0,1
"3017",10607800,1,0,0
"3018",10607804,1,0,1
"3019",10607806,1,0,1
"3020",10607810,1,0,0
"3021",10607812,1,0,1
"3022",10607814,1,0,0
"3023",10607844,1,0,0
"3024",10607852,1,0,0
"3025",10607858,1,0,1
"3026",10607860,1,0,0
"3027",10607866,1,1,1
"3028",10607868,1,1,1
"3029",10607876,1,0,0
"3030",10607880,1,0,0
"3031",10607882,1,0,1
"3032",10607886,1,0,1
"3033",10608224,0,0,0
"3034",10608248,1,0,0
"3035",10608268,1,0,1
"3036",10608290,1,0,1
"3037",10608308,1,0,1
"3038",10608384,1,0,0
"3039",10608452,1,0,0
"3040",10608598,1,0,0
"3041",10608646,1,0,0
"3042",10608660,1,0,1
"3043",10608740,1,0,1
"3044",10608742,1,0,1
"3045",10608748,1,0,1
