Species,Variable,X,Y
CCF,Dlink,46834.24,0.236130007
CCF,Dlink,48635.48,0.236130007
CCF,Dlink,50436.72,0.236130007
CCF,Dlink,52237.96,0.236130007
CCF,Dlink,54039.2,0.236130007
CCF,Dlink,55840.44,0.236130007
CCF,Dlink,57641.68,0.236130007
CCF,Dlink,59442.92,0.236130007
CCF,Dlink,61244.16,0.236130007
CCF,Dlink,63045.4,0.236130007
CCF,Dlink,64846.64,0.236130007
CCF,Dlink,66647.88,0.236130007
CCF,Dlink,68449.12,0.236130007
CCF,Dlink,70250.36,0.236130007
CCF,Dlink,72051.6,0.236130007
CCF,Dlink,73852.84,0.236130007
CCF,Dlink,75654.08,0.236130007
CCF,Dlink,77455.32,0.236130007
CCF,Dlink,79256.56,0.236130007
CCF,Dlink,81057.8,0.236130007
CCF,Dlink,82859.04,0.236130007
CCF,Dlink,84660.28,0.236130007
CCF,Dlink,86461.52,0.236130007
CCF,Dlink,88262.76,0.236130007
CCF,Dlink,90064,0.236529428
CCF,WT_Agri,0.003,0.219526801
CCF,WT_Agri,0.021804,0.205005279
CCF,WT_Agri,0.040608,0.204437075
CCF,WT_Agri,0.059412,0.204312653
CCF,WT_Agri,0.078216,0.202355053
CCF,WT_Agri,0.09702,0.201990262
CCF,WT_Agri,0.115824,0.201748473
CCF,WT_Agri,0.134628,0.201795499
CCF,WT_Agri,0.153432,0.201790812
CCF,WT_Agri,0.172236,0.202814193
CCF,WT_Agri,0.19104,0.203975828
CCF,WT_Agri,0.209844,0.204238442
CCF,WT_Agri,0.228648,0.204900795
CCF,WT_Agri,0.247452,0.20497813
CCF,WT_Agri,0.266256,0.205017108
CCF,WT_Agri,0.28506,0.205087435
CCF,WT_Agri,0.303864,0.205781606
CCF,WT_Agri,0.322668,0.205764221
CCF,WT_Agri,0.341472,0.205830273
CCF,WT_Agri,0.360276,0.21045106
CCF,WT_Agri,0.37908,0.210235906
CCF,WT_Agri,0.397884,0.210702123
CCF,WT_Agri,0.416688,0.211546847
CCF,WT_Agri,0.435492,0.211851269
CCF,WT_Agri,0.454296,0.212737742
CCF,WT_Agri,0.4731,0.213097762
CCF,WT_Agri,0.491904,0.212768969
CCF,WT_Agri,0.510708,0.212247481
CCF,WT_Agri,0.529512,0.21203584
CCF,WT_Agri,0.548316,0.211770865
CCF,WT_Agri,0.56712,0.211103225
CCF,WT_Agri,0.585924,0.210841307
CCF,WT_Agri,0.604728,0.210949483
CCF,WT_Agri,0.623532,0.211423459
CCF,WT_Agri,0.642336,0.2119459
CCF,WT_Agri,0.66114,0.211929347
CCF,WT_Agri,0.679944,0.212403177
CCF,WT_Agri,0.698748,0.212232738
CCF,WT_Agri,0.717552,0.211755731
CCF,WT_Agri,0.736356,0.211054163
CCF,WT_Agri,0.75516,0.209289435
CCF,WT_Agri,0.773964,0.209340965
CCF,WT_Agri,0.792768,0.2098222
CCF,WT_Agri,0.811572,0.209346605
CCF,WT_Agri,0.830376,0.208018493
CCF,WT_Agri,0.84918,0.207175778
CCF,WT_Agri,0.867984,0.206868833
CCF,WT_Agri,0.886788,0.206811579
CCF,WT_Agri,0.905592,0.208363537
CCF,WT_Agri,0.924396,0.209338665
CCF,WT_Agri,0.9432,0.210351396
CCF,WT_Slope,0.0464,0.208946036
CCF,WT_Slope,0.217836,0.204129275
CCF,WT_Slope,0.389272,0.20012859
CCF,WT_Slope,0.560708,0.201275538
CCF,WT_Slope,0.732144,0.207070793
CCF,WT_Slope,0.90358,0.209573815
CCF,WT_Slope,1.075016,0.210852379
CCF,WT_Slope,1.246452,0.211832465
CCF,WT_Slope,1.417888,0.212534647
CCF,WT_Slope,1.589324,0.213988482
CCF,WT_Slope,1.76076,0.214686384
CCF,WT_Slope,1.932196,0.215293364
CCF,WT_Slope,2.103632,0.216408744
CCF,WT_Slope,2.275068,0.217250836
CCF,WT_Slope,2.446504,0.217381467
CCF,WT_Slope,2.61794,0.217419818
CCF,WT_Slope,2.789376,0.217663676
CCF,WT_Slope,2.960812,0.217709285
CCF,WT_Slope,3.132248,0.217799571
CCF,WT_Slope,3.303684,0.217706216
CCF,WT_Slope,3.47512,0.21668576
CCF,WT_Slope,3.646556,0.216527444
CCF,WT_Slope,3.817992,0.216404558
CCF,WT_Slope,3.989428,0.215963695
CCF,WT_Slope,4.160864,0.216337686
CCF,WT_Slope,4.3323,0.216262086
CCF,WT_Slope,4.503736,0.216941614
CCF,WT_Slope,4.675172,0.217039077
CCF,WT_Slope,4.846608,0.215461444
CCF,WT_Slope,5.018044,0.215468523
CCF,WT_Slope,5.18948,0.215274456
CCF,WT_Slope,5.360916,0.21526506
CCF,WT_Slope,5.532352,0.215286206
CCF,WT_Slope,5.703788,0.215276802
CCF,WT_Slope,5.875224,0.215274164
CCF,WT_Slope,6.04666,0.215269965
CCF,WT_Slope,6.218096,0.215267272
CCF,WT_Slope,6.389532,0.215254331
CCF,WT_Slope,6.560968,0.21527381
CCF,WT_Slope,6.732404,0.215272824
CCF,WT_Slope,6.90384,0.215284721
CCF,WT_Slope,7.075276,0.215284721
CCF,WT_Slope,7.246712,0.215284721
CCF,WT_Slope,7.418148,0.215321776
CCF,WT_Slope,7.589584,0.215362209
CCF,WT_Slope,7.76102,0.215362209
CCF,WT_Slope,7.932456,0.215377653
CCF,WT_Slope,8.103892,0.215377653
CCF,WT_Slope,8.275328,0.215373024
CCF,WT_Slope,8.446764,0.215373024
CCF,WT_Slope,8.6182,0.215373024
CCF,WT_BR50,0,0.211562141
CCF,WT_BR50,0.02,0.211913218
CCF,WT_BR50,0.04,0.21224722
CCF,WT_BR50,0.06,0.212129439
CCF,WT_BR50,0.08,0.211953348
CCF,WT_BR50,0.1,0.211737392
CCF,WT_BR50,0.12,0.211667076
CCF,WT_BR50,0.14,0.211558453
CCF,WT_BR50,0.16,0.211651068
CCF,WT_BR50,0.18,0.211828206
CCF,WT_BR50,0.2,0.211848897
CCF,WT_BR50,0.22,0.211902923
CCF,WT_BR50,0.24,0.211930931
CCF,WT_BR50,0.26,0.211966256
CCF,WT_BR50,0.28,0.211671131
CCF,WT_BR50,0.3,0.211642501
CCF,WT_BR50,0.32,0.211587597
CCF,WT_BR50,0.34,0.211281633
CCF,WT_BR50,0.36,0.211187081
CCF,WT_BR50,0.38,0.210924836
CCF,WT_BR50,0.4,0.210933987
CCF,WT_BR50,0.42,0.21108392
CCF,WT_BR50,0.44,0.211196143
CCF,WT_BR50,0.46,0.211081703
CCF,WT_BR50,0.48,0.211110196
CCF,WT_BR50,0.5,0.211239288
CCF,WT_BR50,0.52,0.211708918
CCF,WT_BR50,0.54,0.211857019
CCF,WT_BR50,0.56,0.212067808
CCF,WT_BR50,0.58,0.212120495
CCF,WT_BR50,0.6,0.212065368
CCF,WT_BR50,0.62,0.211939128
CCF,WT_BR50,0.64,0.212108668
CCF,WT_BR50,0.66,0.212321584
CCF,WT_BR50,0.68,0.213072511
CCF,WT_BR50,0.7,0.213276156
CCF,WT_BR50,0.72,0.213406579
CCF,WT_BR50,0.74,0.213504856
CCF,WT_BR50,0.76,0.213458913
CCF,WT_BR50,0.78,0.213563756
CCF,WT_BR50,0.8,0.213369451
CCF,WT_BR50,0.82,0.213407204
CCF,WT_BR50,0.84,0.21327753
CCF,WT_BR50,0.86,0.213385422
CCF,WT_BR50,0.88,0.212930193
CCF,WT_BR50,0.9,0.212616374
CCF,WT_BR50,0.92,0.212274059
CCF,WT_BR50,0.94,0.212282127
CCF,WT_BR50,0.96,0.211603965
CCF,WT_BR50,0.98,0.212185212
CCF,WT_BR50,1,0.200728258
CCF,WT_Forest,0,0.206437862
CCF,WT_Forest,0.018384,0.201723734
CCF,WT_Forest,0.036768,0.202652523
CCF,WT_Forest,0.055152,0.204952783
CCF,WT_Forest,0.073536,0.206999874
CCF,WT_Forest,0.09192,0.20868533
CCF,WT_Forest,0.110304,0.212987101
CCF,WT_Forest,0.128688,0.212698927
CCF,WT_Forest,0.147072,0.213355505
CCF,WT_Forest,0.165456,0.211913623
CCF,WT_Forest,0.18384,0.211643562
CCF,WT_Forest,0.202224,0.212531576
CCF,WT_Forest,0.220608,0.2130945
CCF,WT_Forest,0.238992,0.213964462
CCF,WT_Forest,0.257376,0.216392265
CCF,WT_Forest,0.27576,0.218321584
CCF,WT_Forest,0.294144,0.219969623
CCF,WT_Forest,0.312528,0.220308202
CCF,WT_Forest,0.330912,0.218972437
CCF,WT_Forest,0.349296,0.218806271
CCF,WT_Forest,0.36768,0.218806868
CCF,WT_Forest,0.386064,0.218513363
CCF,WT_Forest,0.404448,0.218193413
CCF,WT_Forest,0.422832,0.218679107
CCF,WT_Forest,0.441216,0.217889101
CCF,WT_Forest,0.4596,0.216554538
CCF,WT_Forest,0.477984,0.216467341
CCF,WT_Forest,0.496368,0.216374305
CCF,WT_Forest,0.514752,0.216486794
CCF,WT_Forest,0.533136,0.216318629
CCF,WT_Forest,0.55152,0.216314215
CCF,WT_Forest,0.569904,0.216305767
CCF,WT_Forest,0.588288,0.216450802
CCF,WT_Forest,0.606672,0.216505485
CCF,WT_Forest,0.625056,0.216520181
CCF,WT_Forest,0.64344,0.216534276
CCF,WT_Forest,0.661824,0.217165184
CCF,WT_Forest,0.680208,0.217589788
CCF,WT_Forest,0.698592,0.218187381
CCF,WT_Forest,0.716976,0.218146461
CCF,WT_Forest,0.73536,0.218142345
CCF,WT_Forest,0.753744,0.218142345
CCF,WT_Forest,0.772128,0.218151362
CCF,WT_Forest,0.790512,0.218161238
CCF,WT_Forest,0.808896,0.218167249
CCF,WT_Forest,0.82728,0.21820963
CCF,WT_Forest,0.845664,0.218206552
CCF,WT_Forest,0.864048,0.218206552
CCF,WT_Forest,0.882432,0.218206552
CCF,WT_Forest,0.900816,0.218206552
CCF,WT_Forest,0.9192,0.218206552
CCF,WT_Precip,850.3776,0.223458962
CCF,WT_Precip,858.055068,0.223458962
CCF,WT_Precip,865.732536,0.223650999
CCF,WT_Precip,873.410004,0.219176381
CCF,WT_Precip,881.087472,0.217238143
CCF,WT_Precip,888.76494,0.213767154
CCF,WT_Precip,896.442408,0.211305877
CCF,WT_Precip,904.119876,0.209778703
CCF,WT_Precip,911.797344,0.209951234
CCF,WT_Precip,919.474812,0.209888677
CCF,WT_Precip,927.15228,0.209894796
CCF,WT_Precip,934.829748,0.209318624
CCF,WT_Precip,942.507216,0.20924876
CCF,WT_Precip,950.184684,0.209587175
CCF,WT_Precip,957.862152,0.209946663
CCF,WT_Precip,965.53962,0.20992486
CCF,WT_Precip,973.217088,0.209336958
CCF,WT_Precip,980.894556,0.208552649
CCF,WT_Precip,988.572024,0.207494951
CCF,WT_Precip,996.249492,0.207735687
CCF,WT_Precip,1003.92696,0.207338379
CCF,WT_Precip,1011.604428,0.206735858
CCF,WT_Precip,1019.281896,0.206652425
CCF,WT_Precip,1026.959364,0.206474024
CCF,WT_Precip,1034.636832,0.205975127
CCF,WT_Precip,1042.3143,0.206533385
CCF,WT_Precip,1049.991768,0.208829072
CCF,WT_Precip,1057.669236,0.209016179
CCF,WT_Precip,1065.346704,0.209031124
CCF,WT_Precip,1073.024172,0.209286947
CCF,WT_Precip,1080.70164,0.209202558
CCF,WT_Precip,1088.379108,0.20880358
CCF,WT_Precip,1096.056576,0.208861807
CCF,WT_Precip,1103.734044,0.208306406
CCF,WT_Precip,1111.411512,0.208307823
CCF,WT_Precip,1119.08898,0.208396304
CCF,WT_Precip,1126.766448,0.208228993
CCF,WT_Precip,1134.443916,0.206721685
CCF,WT_Precip,1142.121384,0.206686445
CCF,WT_Precip,1149.798852,0.20622234
CCF,WT_Precip,1157.47632,0.20620456
CCF,WT_Precip,1165.153788,0.202135027
CCF,WT_Precip,1172.831256,0.201737391
CCF,WT_Precip,1180.508724,0.20169104
CCF,WT_Precip,1188.186192,0.201724876
CCF,WT_Precip,1195.86366,0.201746476
CCF,WT_Precip,1203.541128,0.201959949
CCF,WT_Precip,1211.218596,0.202084873
CCF,WT_Precip,1218.896064,0.202131223
CCF,WT_Precip,1226.573532,0.202157392
CCF,WT_Precip,1234.251,0.202828822
CCF,Order,1,0.198839007
CCF,Order,2,0.196493131
CCF,Order,3,0.20035104
CCF,Order,4,0.221342535
CCF,Order,5,0.232385752
CCF,Order,6,0.248900096
CCF,WT_GDD,2537.0627,0.287539875
CCF,WT_GDD,2577.740938,0.287539875
CCF,WT_GDD,2618.419176,0.287556337
CCF,WT_GDD,2659.097414,0.270901184
CCF,WT_GDD,2699.775652,0.236101947
CCF,WT_GDD,2740.45389,0.210806327
CCF,WT_GDD,2781.132128,0.206940452
CCF,WT_GDD,2821.810366,0.20662833
CCF,WT_GDD,2862.488604,0.206805071
CCF,WT_GDD,2903.166842,0.207401253
CCF,WT_GDD,2943.84508,0.207418778
CCF,WT_GDD,2984.523318,0.207625736
CCF,WT_GDD,3025.201556,0.208242488
CCF,WT_GDD,3065.879794,0.20830825
CCF,WT_GDD,3106.558032,0.208485445
CCF,WT_GDD,3147.23627,0.208346562
CCF,WT_GDD,3187.914508,0.209024842
CCF,WT_GDD,3228.592746,0.208617464
CCF,WT_GDD,3269.270984,0.209017467
CCF,WT_GDD,3309.949222,0.209077614
CCF,WT_GDD,3350.62746,0.208428361
CCF,WT_GDD,3391.305698,0.207510373
CCF,WT_GDD,3431.983936,0.206376308
CCF,WT_GDD,3472.662174,0.205632334
CCF,WT_GDD,3513.340412,0.205090013
CCF,WT_GDD,3554.01865,0.204841007
CCF,WT_GDD,3594.696888,0.204824422
CCF,WT_GDD,3635.375126,0.204744703
CCF,WT_GDD,3676.053364,0.204711965
CCF,WT_GDD,3716.731602,0.204933034
CCF,WT_GDD,3757.40984,0.205025107
CCF,WT_GDD,3798.088078,0.205149982
CCF,WT_GDD,3838.766316,0.206627872
CCF,WT_GDD,3879.444554,0.206981093
CCF,WT_GDD,3920.122792,0.207640947
CCF,WT_GDD,3960.80103,0.207582284
CCF,WT_GDD,4001.479268,0.207395068
CCF,WT_GDD,4042.157506,0.207440045
CCF,WT_GDD,4082.835744,0.207709899
CCF,WT_GDD,4123.513982,0.208048527
CCF,WT_GDD,4164.19222,0.208469612
CCF,WT_GDD,4204.870458,0.20913843
CCF,WT_GDD,4245.548696,0.211237243
CCF,WT_GDD,4286.226934,0.213664189
CCF,WT_GDD,4326.905172,0.216685124
CCF,WT_GDD,4367.58341,0.216878305
CCF,WT_GDD,4408.261648,0.216982275
CCF,WT_GDD,4448.939886,0.217155955
CCF,WT_GDD,4489.618124,0.217155955
CCF,WT_GDD,4530.296362,0.217155955
CCF,WT_GDD,4570.9746,0.217155955
CCS,WT_Precip,850.3776,0.21103352
CCS,WT_Precip,858.055068,0.21103352
CCS,WT_Precip,865.732536,0.21103352
CCS,WT_Precip,873.410004,0.21103352
CCS,WT_Precip,881.087472,0.21103352
CCS,WT_Precip,888.76494,0.211045296
CCS,WT_Precip,896.442408,0.211045296
CCS,WT_Precip,904.119876,0.211064399
CCS,WT_Precip,911.797344,0.210322647
CCS,WT_Precip,919.474812,0.20987002
CCS,WT_Precip,927.15228,0.209509418
CCS,WT_Precip,934.829748,0.209858012
CCS,WT_Precip,942.507216,0.210335037
CCS,WT_Precip,950.184684,0.212018095
CCS,WT_Precip,957.862152,0.212643385
CCS,WT_Precip,965.53962,0.218286217
CCS,WT_Precip,973.217088,0.229954205
CCS,WT_Precip,980.894556,0.23632538
CCS,WT_Precip,988.572024,0.296962375
CCS,WT_Precip,996.249492,0.315578653
CCS,WT_Precip,1003.92696,0.322249612
CCS,WT_Precip,1011.604428,0.33108693
CCS,WT_Precip,1019.281896,0.333525891
CCS,WT_Precip,1026.959364,0.335602586
CCS,WT_Precip,1034.636832,0.33672422
CCS,WT_Precip,1042.3143,0.340750486
CCS,WT_Precip,1049.991768,0.341861801
CCS,WT_Precip,1057.669236,0.343334979
CCS,WT_Precip,1065.346704,0.347636132
CCS,WT_Precip,1073.024172,0.349745648
CCS,WT_Precip,1080.70164,0.355215017
CCS,WT_Precip,1088.379108,0.356762995
CCS,WT_Precip,1096.056576,0.357050528
CCS,WT_Precip,1103.734044,0.357051433
CCS,WT_Precip,1111.411512,0.357214672
CCS,WT_Precip,1119.08898,0.357387396
CCS,WT_Precip,1126.766448,0.357639741
CCS,WT_Precip,1134.443916,0.358397303
CCS,WT_Precip,1142.121384,0.35886922
CCS,WT_Precip,1149.798852,0.359182576
CCS,WT_Precip,1157.47632,0.359682809
CCS,WT_Precip,1165.153788,0.361437647
CCS,WT_Precip,1172.831256,0.363530273
CCS,WT_Precip,1180.508724,0.363458806
CCS,WT_Precip,1188.186192,0.364089848
CCS,WT_Precip,1195.86366,0.365966484
CCS,WT_Precip,1203.541128,0.36657399
CCS,WT_Precip,1211.218596,0.371256808
CCS,WT_Precip,1218.896064,0.376312643
CCS,WT_Precip,1226.573532,0.376968784
CCS,WT_Precip,1234.251,0.376995231
CCS,WT_GDD,2537.0627,0.229839238
CCS,WT_GDD,2577.740938,0.229839238
CCS,WT_GDD,2618.419176,0.229839238
CCS,WT_GDD,2659.097414,0.229839238
CCS,WT_GDD,2699.775652,0.229839238
CCS,WT_GDD,2740.45389,0.229839238
CCS,WT_GDD,2781.132128,0.229839238
CCS,WT_GDD,2821.810366,0.229839238
CCS,WT_GDD,2862.488604,0.229839238
CCS,WT_GDD,2903.166842,0.229839238
CCS,WT_GDD,2943.84508,0.229839238
CCS,WT_GDD,2984.523318,0.229839238
CCS,WT_GDD,3025.201556,0.229839238
CCS,WT_GDD,3065.879794,0.229839238
CCS,WT_GDD,3106.558032,0.229839238
CCS,WT_GDD,3147.23627,0.229857421
CCS,WT_GDD,3187.914508,0.229887282
CCS,WT_GDD,3228.592746,0.229932558
CCS,WT_GDD,3269.270984,0.229946184
CCS,WT_GDD,3309.949222,0.229999195
CCS,WT_GDD,3350.62746,0.23047366
CCS,WT_GDD,3391.305698,0.235072985
CCS,WT_GDD,3431.983936,0.237799076
CCS,WT_GDD,3472.662174,0.245179852
CCS,WT_GDD,3513.340412,0.245089824
CCS,WT_GDD,3554.01865,0.245089424
CCS,WT_GDD,3594.696888,0.246008918
CCS,WT_GDD,3635.375126,0.246221619
CCS,WT_GDD,3676.053364,0.247618706
CCS,WT_GDD,3716.731602,0.254996242
CCS,WT_GDD,3757.40984,0.286725288
CCS,WT_GDD,3798.088078,0.307899179
CCS,WT_GDD,3838.766316,0.308752897
CCS,WT_GDD,3879.444554,0.310574096
CCS,WT_GDD,3920.122792,0.311973819
CCS,WT_GDD,3960.80103,0.314672998
CCS,WT_GDD,4001.479268,0.314746713
CCS,WT_GDD,4042.157506,0.314703446
CCS,WT_GDD,4082.835744,0.315303142
CCS,WT_GDD,4123.513982,0.315430057
CCS,WT_GDD,4164.19222,0.315846716
CCS,WT_GDD,4204.870458,0.317171651
CCS,WT_GDD,4245.548696,0.317661063
CCS,WT_GDD,4286.226934,0.318275065
CCS,WT_GDD,4326.905172,0.319280996
CCS,WT_GDD,4367.58341,0.332734202
CCS,WT_GDD,4408.261648,0.34300783
CCS,WT_GDD,4448.939886,0.350774763
CCS,WT_GDD,4489.618124,0.356196843
CCS,WT_GDD,4530.296362,0.35675181
CCS,WT_GDD,4570.9746,0.356743471
CCS,WT_Jmin,0,0.236889402
CCS,WT_Jmin,4.099454,0.236889402
CCS,WT_Jmin,8.198908,0.236889402
CCS,WT_Jmin,12.298362,0.236889402
CCS,WT_Jmin,16.397816,0.236889402
CCS,WT_Jmin,20.49727,0.236889402
CCS,WT_Jmin,24.596724,0.236889402
CCS,WT_Jmin,28.696178,0.236889402
CCS,WT_Jmin,32.795632,0.236889402
CCS,WT_Jmin,36.895086,0.236889402
CCS,WT_Jmin,40.99454,0.236889402
CCS,WT_Jmin,45.093994,0.236889402
CCS,WT_Jmin,49.193448,0.236889402
CCS,WT_Jmin,53.292902,0.236889402
CCS,WT_Jmin,57.392356,0.236889402
CCS,WT_Jmin,61.49181,0.236889402
CCS,WT_Jmin,65.591264,0.236889402
CCS,WT_Jmin,69.690718,0.236889402
CCS,WT_Jmin,73.790172,0.236889402
CCS,WT_Jmin,77.889626,0.236889402
CCS,WT_Jmin,81.98908,0.236889402
CCS,WT_Jmin,86.088534,0.236889402
CCS,WT_Jmin,90.187988,0.236889402
CCS,WT_Jmin,94.287442,0.236889402
CCS,WT_Jmin,98.386896,0.236889402
CCS,WT_Jmin,102.48635,0.236889402
CCS,WT_Jmin,106.585804,0.236889402
CCS,WT_Jmin,110.685258,0.236889402
CCS,WT_Jmin,114.784712,0.236889402
CCS,WT_Jmin,118.884166,0.236889402
CCS,WT_Jmin,122.98362,0.236889402
CCS,WT_Jmin,127.083074,0.236889402
CCS,WT_Jmin,131.182528,0.236889402
CCS,WT_Jmin,135.281982,0.236889402
CCS,WT_Jmin,139.381436,0.236889402
CCS,WT_Jmin,143.48089,0.236889402
CCS,WT_Jmin,147.580344,0.236889402
CCS,WT_Jmin,151.679798,0.236889402
CCS,WT_Jmin,155.779252,0.236889402
CCS,WT_Jmin,159.878706,0.236889402
CCS,WT_Jmin,163.97816,0.236889402
CCS,WT_Jmin,168.077614,0.236894421
CCS,WT_Jmin,172.177068,0.237074531
CCS,WT_Jmin,176.276522,0.262367626
CCS,WT_Jmin,180.375976,0.261211202
CCS,WT_Jmin,184.47543,0.273800917
CCS,WT_Jmin,188.574884,0.295363102
CCS,WT_Jmin,192.674338,0.295904073
CCS,WT_Jmin,196.773792,0.308757561
CCS,WT_Jmin,200.873246,0.331015287
CCS,WT_Jmin,204.9727,0.332891768
CCS,W_Perm,22,0.312073566
CCS,W_Perm,45.64,0.31167191
CCS,W_Perm,69.28,0.29262439
CCS,W_Perm,92.92,0.252946643
CCS,W_Perm,116.56,0.245526959
CCS,W_Perm,140.2,0.24505075
CCS,W_Perm,163.84,0.248769186
CCS,W_Perm,187.48,0.257634055
CCS,W_Perm,211.12,0.258077881
CCS,W_Perm,234.76,0.258020168
CCS,W_Perm,258.4,0.257985719
CCS,W_Perm,282.04,0.257956572
CCS,W_Perm,305.68,0.257891254
CCS,W_Perm,329.32,0.257891254
CCS,W_Perm,352.96,0.257889037
CCS,W_Perm,376.6,0.257889037
CCS,W_Perm,400.24,0.257889037
CCS,W_Perm,423.88,0.257889037
CCS,W_Perm,447.52,0.257889037
CCS,W_Perm,471.16,0.257884753
CCS,W_Perm,494.8,0.25781854
CCS,W_Perm,518.44,0.25781854
CCS,W_Perm,542.08,0.25781854
CCS,W_Perm,565.72,0.257814404
CCS,W_Perm,589.36,0.257809086
CCS,W_Perm,613,0.257809086
CCS,W_Perm,636.64,0.257799167
CCS,W_Perm,660.28,0.257799167
CCS,W_Perm,683.92,0.257799167
CCS,W_Perm,707.56,0.257799167
CCS,W_Perm,731.2,0.257799167
CCS,W_Perm,754.84,0.257799167
CCS,W_Perm,778.48,0.257799167
CCS,W_Perm,802.12,0.257799167
CCS,W_Perm,825.76,0.257799167
CCS,W_Perm,849.4,0.257799167
CCS,W_Perm,873.04,0.257799167
CCS,W_Perm,896.68,0.257799167
CCS,W_Perm,920.32,0.257799167
CCS,W_Perm,943.96,0.257799167
CCS,W_Perm,967.6,0.257799167
CCS,W_Perm,991.24,0.257799167
CCS,W_Perm,1014.88,0.257799167
CCS,W_Perm,1038.52,0.257799167
CCS,W_Perm,1062.16,0.257799167
CCS,W_Perm,1085.8,0.257799167
CCS,W_Perm,1109.44,0.257799167
CCS,W_Perm,1133.08,0.257799167
CCS,W_Perm,1156.72,0.257799167
CCS,W_Perm,1180.36,0.257799167
CCS,W_Perm,1204,0.257799167
CCS,R_Water,0,0.303615822
CCS,R_Water,0.00814,0.249337783
CCS,R_Water,0.01628,0.248444255
CCS,R_Water,0.02442,0.248836138
CCS,R_Water,0.03256,0.248764275
CCS,R_Water,0.0407,0.249245226
CCS,R_Water,0.04884,0.249278209
CCS,R_Water,0.05698,0.249434701
CCS,R_Water,0.06512,0.250278686
CCS,R_Water,0.07326,0.250415304
CCS,R_Water,0.0814,0.250750625
CCS,R_Water,0.08954,0.250835374
CCS,R_Water,0.09768,0.250831263
CCS,R_Water,0.10582,0.250831263
CCS,R_Water,0.11396,0.250835286
CCS,R_Water,0.1221,0.250838915
CCS,R_Water,0.13024,0.250900602
CCS,R_Water,0.13838,0.250894628
CCS,R_Water,0.14652,0.250895582
CCS,R_Water,0.15466,0.250978363
CCS,R_Water,0.1628,0.250925094
CCS,R_Water,0.17094,0.25091546
CCS,R_Water,0.17908,0.25098612
CCS,R_Water,0.18722,0.251093455
CCS,R_Water,0.19536,0.251085216
CCS,R_Water,0.2035,0.251079437
CCS,R_Water,0.21164,0.251095591
CCS,R_Water,0.21978,0.251092947
CCS,R_Water,0.22792,0.251083465
CCS,R_Water,0.23606,0.251083465
CCS,R_Water,0.2442,0.251090336
CCS,R_Water,0.25234,0.251094072
CCS,R_Water,0.26048,0.251094072
CCS,R_Water,0.26862,0.251094072
CCS,R_Water,0.27676,0.251109959
CCS,R_Water,0.2849,0.251109529
CCS,R_Water,0.29304,0.251109529
CCS,R_Water,0.30118,0.251109529
CCS,R_Water,0.30932,0.251109529
CCS,R_Water,0.31746,0.251106115
CCS,R_Water,0.3256,0.251109121
CCS,R_Water,0.33374,0.251109121
CCS,R_Water,0.34188,0.251113415
CCS,R_Water,0.35002,0.251129177
CCS,R_Water,0.35816,0.251129177
CCS,R_Water,0.3663,0.251129177
CCS,R_Water,0.37444,0.251129177
CCS,R_Water,0.38258,0.251129177
CCS,R_Water,0.39072,0.251129177
CCS,R_Water,0.39886,0.251359218
CCS,R_Water,0.407,0.251359218
CCS,WT_Perm,18.9582,0.29897227
CCS,WT_Perm,40.093288,0.299044384
CCS,WT_Perm,61.228376,0.278394579
CCS,WT_Perm,82.363464,0.267612513
CCS,WT_Perm,103.498552,0.253883815
CCS,WT_Perm,124.63364,0.256509898
CCS,WT_Perm,145.768728,0.253672743
CCS,WT_Perm,166.903816,0.257950197
CCS,WT_Perm,188.038904,0.260077002
CCS,WT_Perm,209.173992,0.260036301
CCS,WT_Perm,230.30908,0.260024275
CCS,WT_Perm,251.444168,0.260015167
CCS,WT_Perm,272.579256,0.260004771
CCS,WT_Perm,293.714344,0.259999147
CCS,WT_Perm,314.849432,0.259999147
CCS,WT_Perm,335.98452,0.259999147
CCS,WT_Perm,357.119608,0.259962228
CCS,WT_Perm,378.254696,0.259962228
CCS,WT_Perm,399.389784,0.259959711
CCS,WT_Perm,420.524872,0.259959711
CCS,WT_Perm,441.65996,0.259959711
CCS,WT_Perm,462.795048,0.259959711
CCS,WT_Perm,483.930136,0.259959711
CCS,WT_Perm,505.065224,0.259959711
CCS,WT_Perm,526.200312,0.259959711
CCS,WT_Perm,547.3354,0.259959711
CCS,WT_Perm,568.470488,0.259959711
CCS,WT_Perm,589.605576,0.259959711
CCS,WT_Perm,610.740664,0.259959711
CCS,WT_Perm,631.875752,0.259959711
CCS,WT_Perm,653.01084,0.259959711
CCS,WT_Perm,674.145928,0.259959711
CCS,WT_Perm,695.281016,0.259959711
CCS,WT_Perm,716.416104,0.259959711
CCS,WT_Perm,737.551192,0.259959711
CCS,WT_Perm,758.68628,0.259959711
CCS,WT_Perm,779.821368,0.259959711
CCS,WT_Perm,800.956456,0.259959711
CCS,WT_Perm,822.091544,0.259959711
CCS,WT_Perm,843.226632,0.259959711
CCS,WT_Perm,864.36172,0.259959711
CCS,WT_Perm,885.496808,0.259959711
CCS,WT_Perm,906.631896,0.259959711
CCS,WT_Perm,927.766984,0.259959711
CCS,WT_Perm,948.902072,0.259959711
CCS,WT_Perm,970.03716,0.259959711
CCS,WT_Perm,991.172248,0.259959711
CCS,WT_Perm,1012.307336,0.259959711
CCS,WT_Perm,1033.442424,0.259959711
CCS,WT_Perm,1054.577512,0.259959711
